# Constructed from biom file
#OTU ID	NuBotR1	NuBotR2	NuBotR3	NuTopR1	NuTopR2	NuTopR3	NyBotR1	NyBotR2	NyBotR3	NyTopR1	NyTopR2	NyTopR3
02aaa54b21b9d7f210fbdc8cbc5ed339	0.0	56.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c36541ca73c74c23a539093dabed142e	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
5e8b51ce4fc281015776f07f8640fb17	0.0	34.0	31.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
1fc61decf370904d8caf03cd729316c9	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0
eab5d5607543f6136dee9ce5d9bda287	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
7d8e836b0a2854a0313d9d86f37a9ecd	0.0	0.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0
c7bf038c8d155e25802cb9af51a489cf	35.0	0.0	0.0	33.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
4a8d7d32f238585a1547fc5f0575c98c	15.0	15.0	32.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6cd45fce4aaa1178a8307fea02f072d0	13.0	0.0	0.0	11.0	0.0	0.0	0.0	32.0	27.0	0.0	0.0	0.0
a839d3eb80495932b2293c19411852a1	0.0	27.0	19.0	0.0	0.0	0.0	0.0	11.0	23.0	0.0	0.0	3.0
2306745f4e73b53b918f685aeb13956c	0.0	19.0	0.0	0.0	0.0	0.0	0.0	25.0	39.0	0.0	0.0	0.0
741061a66f8adf9ef8ab869ea42b2a5a	0.0	16.0	24.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0
7904709413d13073ab6257874e1828f0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8734dc27383c4a32a67ca2d1d48f4f37	0.0	0.0	20.0	0.0	0.0	0.0	0.0	14.0	42.0	0.0	0.0	7.0
63033ff2bc9d2424e033c59b37dae138	0.0	0.0	9.0	3.0	0.0	0.0	0.0	65.0	6.0	0.0	0.0	0.0
86564a3fd9f01d88e290ff4096f07285	0.0	0.0	0.0	0.0	33.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0
368eaa5641fb5cb5e4d16cdd8821746e	15.0	0.0	0.0	18.0	0.0	12.0	0.0	9.0	23.0	0.0	0.0	5.0
4b97f8ef148d869528cc206a7fe673be	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	15.0
3a14cec8943e21a5bc837bd6f208f4d2	2.0	0.0	0.0	9.0	4.0	24.0	24.0	13.0	0.0	0.0	0.0	6.0
c274749dfbd7c40208454ef06df228b2	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0
352943e187bf928a44275533d1cd5a8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0
d787e60ac51662646147992936fa8a17	23.0	27.0	13.0	0.0	5.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
422e9165ef6df1e3fbdcd5304b6dd371	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
055ecf3be7719ce90195a6f834e12554	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0
c7531c9fee9cb35b443f3ed3ada20606	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dc76655c8e5d461fa94e057e50011ec4	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0
9bc0b07b56e6c57c795ce1fc8024f2af	0.0	0.0	0.0	0.0	0.0	0.0	9.0	29.0	43.0	0.0	0.0	0.0
025b1d083f9c04c971620577796f64d5	15.0	0.0	0.0	26.0	0.0	24.0	7.0	3.0	5.0	0.0	0.0	0.0
336f7e49aa1adaddcbad86f33231f8b5	14.0	0.0	0.0	0.0	0.0	24.0	10.0	0.0	0.0	0.0	10.0	22.0
a1b2827b2a0f8d9744b2b7d982be64c4	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	2.0	0.0
d5c814953bd8ff7fb031f4ef59668422	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
78ab278486fe30564cccef80d0ca6df9	0.0	20.0	11.0	0.0	0.0	0.0	16.0	24.0	9.0	0.0	0.0	0.0
553469b23fd1d24850b39247b670c272	0.0	0.0	0.0	36.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0
13d9aa7ba97f9996ae80e58fbb544cfd	0.0	0.0	0.0	30.0	0.0	0.0	15.0	0.0	0.0	0.0	14.0	21.0
c09563e31635d061641ff75dc777f7a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	49.0	0.0	0.0	0.0
dcfa2c9f184fa034ac7c7e7ede34f91b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	61.0	0.0	0.0	0.0
3a32262388f774ddb3484c17bf014168	38.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0
da44c205028816b42cfe5958530e2333	0.0	56.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8dd6a2f283bd93eaa1c6fff467131cca	0.0	19.0	0.0	0.0	0.0	0.0	0.0	37.0	23.0	0.0	0.0	0.0
1b56d034f4d29bddcf398bba5581d139	0.0	0.0	41.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0
9dc1159e7cfbd6191adc01cb53095e16	0.0	0.0	36.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0
015ee026a1e68a711bb5a393d6d10558	0.0	0.0	0.0	17.0	7.0	16.0	8.0	0.0	0.0	0.0	21.0	10.0
b3bf43926e3a16c139d0793e1ffc62c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0
98a851da4b2a33569c9f02f87009cb78	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0
8bb3092f22983f787d80563b28d35372	0.0	3.0	32.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0
b028c4484da8aa58caf4d9a09911632b	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
47fe9bf45122e9ae68ccb5a8feddd961	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	11.0
d27338bc9da4c03eb7593db4b1655790	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0
482ab66fc5db87c0aa66598796f37a0c	10.0	0.0	0.0	29.0	10.0	11.0	0.0	0.0	17.0	0.0	0.0	0.0
2c7bb7910aa4e805e2d6c58fa5b060c4	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
985d8a831486d84c46031a7d054d20a5	0.0	54.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d5c422f371dca99918b0db72bb592397	0.0	46.0	21.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
e4de9b7bf0e3af57dde6cd82949602f2	0.0	20.0	20.0	17.0	0.0	0.0	0.0	0.0	12.0	8.0	0.0	0.0
c29a6883fa3f16d3d8a3c24cf31cf0c6	0.0	12.0	37.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0
c957fd710bae00e99127860a326985ac	0.0	8.0	19.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0
ac7c8c2091ff74159e55fa10c89ac46e	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0
81b973b0dfe07773ee74279dda9c5c23	31.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b5e8c0bf1ed9785bcc63160e7a94c20c	0.0	17.0	19.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0
364e2865775924021ce52955168036bf	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
1f8806e1a60517990f20e4324e24342f	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0
86ad1f2b1afa8d1c31d0a5ff95757ee2	28.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0
4c15e7e310fd460daddf80f265b237c4	24.0	0.0	0.0	13.0	0.0	13.0	0.0	0.0	0.0	0.0	18.0	7.0
8458f83956df2fdca8d6804e51d444fd	0.0	0.0	0.0	20.0	9.0	9.0	0.0	0.0	0.0	7.0	0.0	30.0
17b69ff2b4a1e92a9e5bba6036bbda51	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f5d01cd26cdf29efac6a15123c203d8d	0.0	36.0	0.0	18.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
1d6568feac927f2e2c7c6f6dee36a20e	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0
70485078d4b6e127b010c70a04a73c5d	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a1c6ba9b08eba65d715d8c11fbdcadba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0
f9ad043cf02fe07c58912c356f4bcd71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0
0fb4cf52a3e30421cd435493d4ff48b7	20.0	18.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
b564c73d8eb3117ee3d83923d39c5f70	0.0	23.0	23.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
e32e50c94854bf39b302a27ac6de19f7	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7f2080f055869ba3e9dca0bf55309b7d	0.0	0.0	0.0	32.0	0.0	10.0	0.0	0.0	0.0	11.0	20.0	0.0
048d78d050bf6d2e0caa44c7e131d23b	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
721cd37558ae978fe78738f083ea2919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0
f9ed598c7ea13fdf0e3f6dfde9ccdb04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0
d256ee02d6e3c14d2e8b5ccf78d07fb0	10.0	9.0	38.0	11.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
0a1a750d5c4e06587c032b331f768a33	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9b7bb032d02f978d18bb5386c5d35e87	0.0	23.0	0.0	0.0	0.0	0.0	0.0	24.0	25.0	0.0	0.0	0.0
640baa1a422c4a38f0fc10daacdf5027	0.0	0.0	13.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
faa5072050c66541e1c3718d5e56a460	0.0	0.0	0.0	31.0	0.0	26.0	0.0	0.0	0.0	8.0	7.0	0.0
71e57e1ffb5c93b1b49202c89579ecac	9.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	35.0	14.0	0.0	0.0
ae6a303f8dc0d7edbbf1a7c6180d8968	0.0	19.0	8.0	0.0	17.0	0.0	0.0	0.0	7.0	0.0	20.0	0.0
f35db3ce45ead13862e2f15f03bc260a	0.0	12.0	3.0	5.0	0.0	6.0	6.0	28.0	6.0	5.0	0.0	0.0
b919404826fe53a5daad77604fe019ff	0.0	12.0	16.0	0.0	0.0	0.0	0.0	21.0	22.0	0.0	0.0	0.0
78af8e4c4923e2668a63db4ab4e551e7	0.0	9.0	0.0	0.0	0.0	0.0	0.0	10.0	52.0	0.0	0.0	0.0
c851f021043a150ae7065dee84acdbac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0
909c481f125a2359ecb7d4dabb57dc71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0
8e1733995bddd54e42d34e1296ee3baa	35.0	0.0	0.0	21.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
c2579bd105ef12621a4ca4824aed0a52	0.0	40.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4cdbab8e7b10b53b6be2e43f85f0551f	0.0	39.0	12.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
19beeca88fb30dbf209ea97052a6ad81	0.0	30.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
401e39acb856ef134de90f12880cedba	0.0	28.0	0.0	0.0	0.0	0.0	0.0	12.0	30.0	0.0	0.0	0.0
e1a71643108a24280b40c0e4105e72dd	0.0	25.0	10.0	0.0	0.0	0.0	0.0	12.0	23.0	0.0	0.0	0.0
7cb0fdcae6864556e35cfea4cc994de7	0.0	11.0	36.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0
e557ecfad7f25c33055d65841bb09d37	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0
eedd689415fcaedf28942e4ce58d1ce1	0.0	0.0	0.0	0.0	0.0	28.0	12.0	0.0	0.0	0.0	8.0	22.0
ec6f162eed9a072aac117ea993117974	25.0	0.0	0.0	9.0	0.0	10.0	0.0	25.0	0.0	0.0	0.0	0.0
2c55a2e52cc2e3fd136fe974f006d26f	17.0	0.0	15.0	20.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
935339c79327de0859220462ba35a79c	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74b3d53b8feb8e539b9978035071566d	0.0	28.0	16.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
ee77c262e2c8fe4acc8cc8cfa05db02b	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	6.0	9.0	0.0	42.0
7169512879722503f19ab6ec232b1770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0
c1ecf1bd8a031447c579a19d4b0e08e5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0
449058dd0b029d5d66b9f210d081c928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0
ec95ddad93dbcb7a2c1326096a75a6b3	13.0	0.0	0.0	15.0	0.0	5.0	0.0	11.0	24.0	0.0	0.0	0.0
108a7ce729ef24019daf76020490f38a	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
093645295f8d167752513371aac98e14	0.0	0.0	12.0	0.0	0.0	0.0	5.0	6.0	45.0	0.0	0.0	0.0
d39e2a511727dd5fc17b1aed512aea69	0.0	0.0	10.0	0.0	0.0	0.0	0.0	19.0	24.0	0.0	0.0	15.0
d0624d278dfaf984096bcfaea416abd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0
733009428d58729dbbfcb357eb423916	25.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
aa2d10514265559c2597c6f4e10bacf5	18.0	0.0	10.0	14.0	15.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
417b44588433c2e44616fc097e27e3fa	16.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	35.0	0.0	0.0	0.0
fcf7e151fb81f3f40bb06c3e01ece357	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
8264b3f38b3190862220f98cc2987701	0.0	33.0	4.0	0.0	0.0	3.0	0.0	10.0	17.0	0.0	0.0	0.0
5d3b937b12c94cbfd7f4e66ed95a52cc	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0
8668cb9f08ec43569f7f99585845cbfb	0.0	0.0	3.0	0.0	0.0	52.0	0.0	0.0	12.0	0.0	0.0	0.0
0436875e2f0adb0d95ea3d20df8d2360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0
fa81889c6f83951f4c8e8a07fd126488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
7230564001b147bbb713030a26211dec	28.0	0.0	0.0	13.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0
43593cab1006f2e1684354b07f801233	18.0	4.0	0.0	0.0	10.0	15.0	0.0	0.0	0.0	16.0	3.0	0.0
9d16f7ac3287a44a4e5f95d5c55f2e16	9.0	30.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
346062dd978b9d85bb9337eaf085a197	7.0	0.0	0.0	22.0	0.0	22.0	0.0	0.0	0.0	3.0	0.0	12.0
a869e84dc44d053fbf252837236c8529	0.0	43.0	15.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
77c2c963883dc3a9d3b0917270ce04e2	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8b0adad53677c4ee0bdeebb138145c30	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84783649f660c39df647edcf4fe5c284	0.0	0.0	0.0	23.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	18.0
25246aab7f06088e7a9e7d060fd0fad3	47.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0a8d611438e4cd7319abd5ccbd8b337f	34.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73b0e78e9bd12cf312e361f30fa24c94	29.0	15.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
3223e6c845564fc4c50c364d90d6aa91	25.0	0.0	0.0	12.0	13.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
a2d52f91ae1aaa16ded807c39d8d542c	24.0	0.0	0.0	12.0	0.0	0.0	2.0	13.0	0.0	5.0	0.0	9.0
2a3210ed8c4c54521094fc1dc961ead0	21.0	0.0	12.0	0.0	0.0	14.0	0.0	18.0	0.0	0.0	0.0	0.0
d53d347ef8ebe6fc34bb4821ef2dd116	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb535cb5aa7dc0490efae776507e10dc	0.0	43.0	7.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
58a4e43178a1109b221a00686d80842e	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	11.0
368a15f05832edf73aebe09cf25f63fa	0.0	12.0	0.0	0.0	0.0	0.0	0.0	13.0	40.0	0.0	0.0	0.0
e12563c570d2361feb24ec1e481e8ff4	0.0	10.0	0.0	0.0	0.0	0.0	0.0	28.0	21.0	6.0	0.0	0.0
391f27d558400489ee8b4c411d9b79ef	0.0	8.0	0.0	0.0	0.0	32.0	0.0	25.0	0.0	0.0	0.0	0.0
bfb834af8cabbf5f43bcb7b5bdfe1c51	0.0	0.0	16.0	0.0	7.0	6.0	0.0	16.0	20.0	0.0	0.0	0.0
b303c0141e6350fd91b75f57fcdf18c2	0.0	0.0	0.0	0.0	0.0	48.0	0.0	17.0	0.0	0.0	0.0	0.0
322c874fad6e3f7be34e6b6c2d182a00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0
3eb735ad0bf4c6b3657e3ad3d8896f16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0
a210879e3e055b9956f1bf559801fb70	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
618f50d565b4695176087e50394abdd2	0.0	44.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6b408954ce219891a38d302e92f84787	0.0	40.0	0.0	0.0	0.0	0.0	0.0	11.0	13.0	0.0	0.0	0.0
a73db04a18a1be3fce718cf5c8a43c63	0.0	31.0	7.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
0f3066bfee3aeec1ee5ab39e286a1316	0.0	26.0	0.0	0.0	0.0	0.0	0.0	6.0	32.0	0.0	0.0	0.0
ee04f7e4e0423bec13df4172df5d4df6	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95c0347cc5d46cdd8054b41940e0423b	0.0	0.0	0.0	23.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	32.0
0ac433c43e952b55eea6b67ba5c8c237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	46.0	0.0	0.0	0.0
1b3d0dcfbb72c528401d999200731541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0
9faa2aca404bfedd9cafc0f4a3599940	36.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	12.0	0.0
f08514180167978d37738ab666a13600	11.0	4.0	0.0	15.0	0.0	5.0	0.0	21.0	0.0	7.0	0.0	0.0
fe802d94104aba8927ac1ea863f9e043	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0
e17f5275fe6f4dd74ec249d798b6d143	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	5.0
49ef4486bb38b1a0c83127d0b18e51d9	0.0	11.0	24.0	0.0	0.0	0.0	0.0	0.0	23.0	5.0	0.0	0.0
80f993d64d08f1b6de211d0b6757e4ed	0.0	0.0	8.0	0.0	0.0	0.0	0.0	21.0	34.0	0.0	0.0	0.0
f88c29d275436bb3ed3ee4f04fbc914c	0.0	0.0	0.0	8.0	5.0	28.0	12.0	0.0	0.0	0.0	0.0	10.0
54e29828b0db82bc8cd197ce0a592ab1	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0
b9d3c874a2b9e3b5b06fb841be1993b2	32.0	0.0	0.0	16.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
0c99fa9d8a743b5f6ccc9cf556b2c0cd	27.0	0.0	19.0	0.0	0.0	0.0	10.0	0.0	6.0	0.0	0.0	0.0
b9e3cc1ef8e89e84176ca035c962e5ac	19.0	0.0	0.0	12.0	0.0	19.0	12.0	0.0	0.0	0.0	0.0	0.0
870c839b194359522aa5b427cf2c8ac3	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0
987302245ec9c68712e298b9366f0603	0.0	13.0	0.0	11.0	7.0	10.0	0.0	0.0	0.0	0.0	21.0	0.0
4d4328a8aa30ce7fab82274d1276751b	0.0	13.0	0.0	0.0	0.0	0.0	0.0	16.0	33.0	0.0	0.0	0.0
d7a4b77ab75e441ac2d04378292c6595	0.0	0.0	19.0	0.0	0.0	0.0	0.0	16.0	27.0	0.0	0.0	0.0
207276f2b0e552b741a97804063f7d3b	0.0	0.0	0.0	43.0	0.0	0.0	0.0	7.0	12.0	0.0	0.0	0.0
121a768ad4185cf9e661d790a88557a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0
d5eb90ccd1de92e21c59119e79f00908	14.0	0.0	0.0	22.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	6.0
c06dc2f79700c181f060d0a66db037fa	13.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6a45def89f4bc9067f3e18e7ecaa8a07	0.0	28.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d1b9603406b62b430e3eac557a5eef6b	0.0	26.0	24.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
5ec1135a4aa8dd72faab9282b92a53f6	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	41.0	0.0	0.0	0.0
9f789e0861b0dc42b98ae54149d0301b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	8.0
0425ec959d11e876a40cc310d1218ed3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	4.0	5.0	0.0
abcc6e871187d63f1c8261a1a43132e1	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8ee30cce803cf8d972fd09a5c2b99592	10.0	0.0	0.0	29.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	9.0
81e6cf18535aaf1d76a30f10b61f3853	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
05f6ab024c7033e6b1823573df75dbba	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
a23da718601a85554177fd458dd54ee5	0.0	23.0	7.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
f81a4159b94ab707a81b95f0b21fe8fd	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0
164a27412ac7d7c05576b3f76904c45f	0.0	8.0	38.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
954bc2a2626b159174b9265b26a016be	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9817baa18e1d74bcf85bb5429daf040a	0.0	0.0	0.0	44.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955554ba528afd1ebd5c90f2f47e8053	0.0	0.0	0.0	0.0	0.0	32.0	0.0	18.0	0.0	0.0	10.0	0.0
b3daee2a7ab59589aa54e89d8eafa5af	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0
a0c0f2acc35cd3086a4250bb695f116d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	52.0	0.0	0.0	0.0
9b81fd9f79aa5f6a1f462dfcf81ab928	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9f6f5857d6addd63591b993d120312de	16.0	0.0	0.0	13.0	0.0	0.0	18.0	6.0	0.0	0.0	0.0	6.0
95940c852c8396c3c48e10f5bccdfe7c	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0
c18e517416ac863f77c3622bd8eb9f61	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0
3d8c6a9d13f2e9d1a3ae289a50d915b2	0.0	50.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
062a373ab8387122bab3673062fd73f9	0.0	35.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29334873bf7c845438b9a7bb5f58de83	0.0	14.0	0.0	0.0	0.0	0.0	0.0	21.0	24.0	0.0	0.0	0.0
1b1f262bec040c546e8b52ea84c9f945	0.0	13.0	0.0	0.0	0.0	0.0	0.0	14.0	32.0	0.0	0.0	0.0
eff39f31dd3792e775ed6c9a9f49995f	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
1761b62afbb17155773612f8f22294c6	0.0	0.0	0.0	0.0	0.0	30.0	0.0	29.0	0.0	0.0	0.0	0.0
