Feature.ID,BS1,BS2,BS3,BW1,BW2,BW3,kingdom,phylum,class,order,family,genus,species,Consensus
c03bbdc1b180c677c71f01558d389d86,0,0,0,0,115,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Pilodermataceae,g__Piloderma,s__Piloderma_sp,0.636
4f09171595d684f561ab1ee0bd03a99e,0,0,0,0,0,114,Unassigned,,,,,,,0
a4ab3bb72cfaec036f9e304ae982830f,0,0,0,113,0,0,k__Fungi,,,,,,,0.75
ec68b18c9e2748757693ad10646d905b,0,0,0,0,0,112,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,,,0.727
b597271ed5190ac7defacbeba8d312fd,16,0,0,35,27,33,k__Fungi,,,,,,,0.857
c69f30acaf6c0b180ea541251cb5d986,7,0,65,37,0,2,k__Fungi,,,,,,,0.667
94d15e5cc809e7f155e08c2f26dfb04b,0,0,0,0,0,111,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.818
8b90c21f41abddfc1a0b5042741531c5,0,0,0,110,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Niessliaceae,,,0.667
656ecfed928079dc3707e85ce2eebbd1,0,0,56,53,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,,0.75
0085f866d29715812b477d5693d527e2,0,0,20,0,0,85,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,,,,0.667
32ae622e28175f9bcd1b8022f04be6e4,0,0,0,103,0,0,k__Fungi,p__Ascomycota,,,,,,0.667
f4491e1d310773e446743e4dc8929246,0,0,0,0,0,102,k__Fungi,,,,,,,0.571
eb84b4864f2a807c1e87b1f099feb3a7,92,9,0,0,0,0,k__Fungi,,,,,,,0.556
78baeb4acaf2da94c88c9c8a227cbbdb,37,40,24,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,,0.727
700c60b82cb348b9660c1d55bdd8331b,14,16,0,27,16,28,k__Fungi,p__Ascomycota,,,,,,0.545
7037142cbdf2e5ebbb3c7a7ee4b2ffc6,0,0,101,0,0,0,k__Fungi,,,,,,,0.75
8fdf1555fe4887638b1a348f334ab22d,0,0,0,101,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_sp,0.615
7e265f3ad1e5ad2390f5db799d343ebd,0,0,0,100,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.636
e91d4e97cd5f355f88972583818e0cb1,0,4,0,0,91,4,k__Fungi,,,,,,,0.667
570832d639f2f33c1356cb65bc92dbf2,0,0,0,99,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Tricholoma,,0.909
db026cac9a2bcd7f0ce2f334b3e2da66,0,0,0,0,0,98,Unassigned,,,,,,,0
a09cb0199af4901c13dff9480341221f,0,0,0,0,0,98,k__Fungi,,,,,,,0.667
cd479cd03ae94aaf252330eb0834e6c2,0,0,0,35,0,61,k__Fungi,,,,,,,0.6
da13aeef2a8452040a6cd60b248a2117,0,0,0,0,0,95,Unassigned,,,,,,,0
5f9057aea6301c3908a015e1257aa012,42,23,29,0,0,0,k__Fungi,,,,,,,0.778
49273d9325f5c8f84a8b03b3d51c8cb1,0,0,0,0,93,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,,0.909
c361a8a0e5fe107cef547c13afc3df91,0,3,0,0,89,0,k__Fungi,,,,,,,0.667
7a6b1442840e3c7e3ff1609730ea6b9f,0,0,0,0,91,0,k__Fungi,,,,,,,0.75
c81138ead5fda9034aef0ba069409035,57,11,22,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,,0.545
06705e09d7ebb2d2c5eba5975df5186c,0,0,0,0,0,89,k__Fungi,,,,,,,0.75
ecd7737c7b0af2b9d11ecdb7db22df8c,0,0,88,0,0,0,k__Fungi,,,,,,,0.571
384e3425c426b5a2226f9318de73f507,0,0,0,0,0,88,Unassigned,,,,,,,0
479754920e1a691b8b2000406c478f0f,0,0,0,0,0,88,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,0.667
c36f0214a8aed3804e9813f0e34bc827,6,14,0,39,28,0,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,,0.667
0df400885bb25002ee45d36f8103468b,0,0,0,87,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolus,s__Ascobolus_sp,0.909
8949e7ed34d30c0d80f5bd54e65c3816,0,0,0,87,0,0,k__Fungi,p__Ascomycota,,,,,,0.571
2e6bbe9362cf4a84c1ace7c509274f77,13,0,7,21,24,21,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,,0.583
3c8d5280776b445e564e28d2afb941b8,0,0,0,86,0,0,k__Fungi,p__Ascomycota,,,,,,0.667
9ad1d9ac39707d8236b24dbc0739d20b,0,0,0,86,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,,,0.583
c2384db2d82b337cb29d826b06123939,0,0,0,86,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,,0.909
640a9a602ded2983b55980a76709a73a,0,0,0,0,86,0,k__Fungi,p__Ascomycota,,,,,,0.545
bad99ff50a24f8de157f78cd38150932,0,0,0,0,0,86,Unassigned,,,,,,,0
39a4b72f0540595cb98f80ed9056487f,10,74,0,0,0,0,k__Fungi,,,,,,,0.667
72a4ae32d4a31767ed21e81b5864d650,0,0,0,84,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Lactarius,,0.909
ea1e7b22d60f6df43b5692f51cb6d5a8,0,0,0,23,31,30,k__Fungi,,,,,,,0.75
0e62fee1b0a97d8e69a45ea4359d2d60,5,7,7,21,20,23,k__Fungi,,,,,,,0.625
ba1e1f2559df9efc390edcca39d491c3,0,0,0,83,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__Oidiodendron_sp,0.818
d425bda9409ac3c39db0351898793089,3,11,68,0,0,0,k__Fungi,,,,,,,0.75
656626b9ffe595c88ff433137f6bab13,0,0,82,0,0,0,k__Fungi,,,,,,,0.571
dba491f968f41369d0f8f1e7bab61f12,0,0,51,31,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,,0.75
04a3e56a354a5f8c0f56b2d6bb36b1cf,0,0,0,82,0,0,Unassigned,,,,,,,0
d021a796743cd7e32dc2238d6c191a24,0,0,0,81,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,,0.833
495412be938d19c6454e1c62e4cd5737,0,0,0,81,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Wilcoxina,s__Wilcoxina_sp,0.615
18b4239b0f5326bc8b372b6fec10b801,0,0,0,63,0,18,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp,0.545
ef3b61d25834381b3d1277f5137718e7,0,0,0,80,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,,0.583
c2876eada2f31b1490adc93b82e12af3,0,0,0,32,48,0,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,s__Phaeococcomyces_sp,0.583
70d73db1cacdbd517d49e1f5bbbeae1e,60,3,14,0,0,0,k__Fungi,,,,,,,0.714
4c38677b6335286ef6725f3f1dea932a,0,0,0,76,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,,0.833
7314ef682bd179e52d5ec757f7366cdd,0,0,0,76,0,0,k__Fungi,,,,,,,0.6
a1205c2a09c760502c0f60104932fd11,0,0,0,0,0,76,k__Fungi,,,,,,,0.667
faf1e042aa75da515b8df8de70a9a887,7,0,0,24,44,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_sp,0.727
51001a1730321ff2f7d089191548af78,0,0,0,0,75,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,,,0.545
6cc100e66b1b988d1ca5595f464a3c29,0,0,0,21,21,32,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Clitocybe,,0.545
bde718847f41be286a85301fdf2cd739,0,73,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,,,0.545
106db6ca84008963b987fd4cf1e83f97,0,0,0,73,0,0,k__Fungi,,,,,,,0.75
3f5de412acf6d120c1aa20e65b137383,0,0,0,73,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_sp,0.583
497bc946b8e334139e9b8aa08ed017f8,0,0,0,73,0,0,k__Fungi,p__Ascomycota,,,,,,0.75
2f9f3f4c05c61173559edd19992a7640,6,14,10,15,12,15,k__Fungi,,,,,,,0.6
37a18557eae5742126ded904074c657c,0,0,0,72,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,,0.636
c0e0609d366944010744a8611a7acc8c,0,0,0,72,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,,0.636
a1457493915a785173ad92415713322f,0,0,0,0,72,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
37e0269cb31b73d1a2c5b08db2dd5deb,0,13,7,21,15,15,k__Fungi,p__Ascomycota,,,,,,0.571
1eea13e3ac6eb2eea1482ee1e0b88d24,0,0,0,71,0,0,k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Geminibasidium,s__Geminibasidium_sp,0.818
d88df28fcb3b79703c35ce1d5d61205b,0,0,0,71,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Agrocybe,,0.909
620474db73ed64feb273d580c38ccbc3,0,0,0,0,0,71,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,,0.636
2f7d19185b82b2fd78ee4fd2d1328047,39,9,22,0,0,0,k__Fungi,,,,,,,0.8
db108e2174b993bbf85359c81708fe3b,0,0,0,70,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,0.667
9422aaa09e844104e89ae00330f288c0,0,0,69,0,0,0,k__Fungi,,,,,,,0.667
fc1654a84e0a3fb49ef0ea867dc994f2,0,0,0,0,68,0,k__Fungi,p__Ascomycota,,,,,,0.6
1b68da96108335a51b6f788e49167025,0,0,0,67,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,,0.727
9de8e09b2eaa09c98ac5c4c77dcb9624,0,0,0,67,0,0,k__Fungi,,,,,,,0.6
2478d9c43912c93848e329426aa12347,0,0,0,0,67,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Trichocladium,,0.545
78e3972e4f963d32de308d167da5fd5b,10,3,4,15,11,23,k__Fungi,,,,,,,0.8
0155f8bba369a9bfe67928880db86135,0,0,0,0,66,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.909
9644b2cb494b993b0c7f193a161048fd,0,65,0,0,0,0,Unassigned,,,,,,,0
fa653a999f7de1965569587cf4ba67bb,0,0,0,0,0,65,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
bc9d77eda3fafe0dddd362b5af72c1c9,0,0,0,64,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,,0.545
b5954536d172c0c9fc947ed2a0300477,0,0,0,64,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Meliniomyces,s__Meliniomyces_sp,0.727
31f705c3322e0a27500eafc934e31ed5,0,0,0,63,0,0,k__Fungi,,,,,,,0.667
dfc73b9a12df7629ed6335dc6b7ce70d,0,0,0,0,0,63,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,s__Phaeococcomyces_sp,0.583
5a1cb6015261a885cb35632311406d71,0,0,0,62,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Westerdykella,,0.636
072690311cac9284e3a479d19a685259,0,0,0,55,0,7,k__Fungi,,,,,,,0.75
ddb1a86b2c7ac4c30a9347f99041dd9f,0,61,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,,0.583
4b8d877cfc66286d9ec868a3bc066d9b,0,0,0,61,0,0,Unassigned,,,,,,,0
1ac96ac49b0e9b5869e34b3a1d38451e,0,0,0,61,0,0,Unassigned,,,,,,,0
700fb40a8945908124cdbbe2df5dcf89,0,0,0,61,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.909
2dcf2071281f50b65a108e5448a5cc13,0,0,0,61,0,0,Unassigned,,,,,,,0
b4c51a72a26a0f3368d419aa26c452e5,6,3,5,19,12,15,k__Fungi,p__Ascomycota,,,,,,0.556
e14c36200a331e1eaf9853aeecf01c4d,0,0,60,0,0,0,k__Fungi,,,,,,,0.75
94d3bc91fa13a58d3d6b25992c38ad75,0,0,0,60,0,0,k__Fungi,,,,,,,0.727
e9c1bce58dfc1a0079039ba1bfa403f2,39,5,15,0,0,0,k__Fungi,,,,,,,0.75
270dea895f87ca272d66e025a46f3c4d,0,59,0,0,0,0,Unassigned,,,,,,,0
5c105bc788822dcba2a0f0da2b003bf8,0,0,0,0,0,59,Unassigned,,,,,,,0
5aa8314061a011b9f3cbddbce4e87c15,0,0,58,0,0,0,k__Fungi,,,,,,,0.75
69140453db7cc3bb86a7bb18680fb593,0,0,0,58,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.636
e3414f0d0570aeaf6a8c02d20cd3bbf2,0,0,0,58,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Calyptrozyma,s__Calyptrozyma_sp,0.909
f0550a4bac032ed5680edd7a48398341,0,0,0,0,58,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Hyaloscypha,,0.636
ea087b4c629f065f3d7f131a2547eae8,0,0,0,0,0,58,k__Fungi,,,,,,,0.6
cae6a8cb7d8283fec88fe0c73deef53d,57,0,0,0,0,0,k__Fungi,,,,,,,0.667
b5c12cfc0fc9e1ee15ff786ba080a900,0,0,0,57,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,,0.909
5cb0a57b36b5585bb7d4ea89e6655ad1,0,0,0,56,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Pilodermataceae,g__Piloderma,s__Piloderma_sp,0.636
370c9f64fe1fee4f53b4699a3030268d,0,0,54,0,0,0,k__Fungi,,,,,,,0.6
fb9f28df38bbd9ef6b092b336e5f27f0,0,0,0,7,0,47,k__Fungi,,,,,,,0.667
f7b685f99ad0f75fe0d2d6a8d94661f5,23,0,30,0,0,0,k__Fungi,,,,,,,0.75
3c537cbd11866ae698282273fac5dbfa,21,25,7,0,0,0,Unassigned,,,,,,,0
b93271b97699bdbf400e0eb32b000a45,11,25,0,17,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Sarocladium,,0.583
1d477d54133d8ab6a658facfb97fe74e,0,3,50,0,0,0,k__Fungi,,,,,,,0.6
ee2f26e7ccad709483fbeab20323c989,0,0,0,53,0,0,k__Fungi,,,,,,,0.8
b8501b2582ee76e99f1c517c9a48c0df,0,0,0,0,53,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,s__Schizothecium_sp,0.545
8e064be78a8309af21d44aa09c74bb5d,0,0,0,0,53,0,Unassigned,,,,,,,0
00f84ed0045a28d8d79b1722f14b20b4,52,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,,0.583
0ca8fb84fe05e41e210ef7686afe0379,0,5,47,0,0,0,Unassigned,,,,,,,0
65276340f0acb3e3f12c299081b82224,0,0,52,0,0,0,k__Fungi,,,,,,,0.6
4a365fefc61927c25a3ae3b6fec884d8,0,0,0,52,0,0,k__Fungi,,,,,,,0.6
6cf4c6bf55f8ee7b5fbc9a8b8b64a1c0,0,0,0,16,16,20,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,,0.692
69aaaa34e7339845aca940d0bc757d7e,0,0,0,0,52,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__Oidiodendron_sp,0.818
04168a0f23d5b52638de420efc0b3e67,51,0,0,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,0.667
b739ec81d5dd099464e7b6cc4c0d18a6,0,51,0,0,0,0,k__Fungi,,,,,,,0.75
b22f07d032441d8e7be19ca5fbb81973,0,0,0,51,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
bf3ac318717f70ff1139fe26d95e335f,0,0,0,51,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,,,0.727
034bf23281226f7fc3aa56b4a842de1d,0,0,0,51,0,0,k__Fungi,p__Basidiomycota,,,,,,0.545
66d64219894691294003e554eed66725,0,0,0,50,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,0.667
fbd0bc449025a9e9a1cd9183fa21126c,0,0,0,50,0,0,k__Fungi,p__Ascomycota,,,,,,0.667
ff796f492f44730801ff1a546b9b5a63,0,12,23,0,0,14,k__Fungi,,,,,,,0.917
f589aae6a2f2657f9ced42dc8460cd80,0,0,0,49,0,0,Unassigned,,,,,,,0
ce9aae152ad12ea531e12848b6aaa470,11,0,37,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,,,0.833
1d3710d2d634765938f8a9ed3aaf6e21,0,0,0,0,0,48,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,,0.667
b8c95462599b8c23ed457cf4fa508850,47,0,0,0,0,0,k__Fungi,p__Ascomycota,,,,,,0.667
fc4a5d7e90512d7424fb2e939f0d79dd,0,0,15,32,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma,s__Solicoccozyma_sp,0.667
3edaea67ee2baeb72958a85b8927c948,0,0,0,47,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.727
e185431f34060c5250f8ddc4fb7e9e2a,43,3,0,0,0,0,k__Fungi,p__Basidiomycota,,,,,,0.545
869eea47ca5da7150ef0562a0ce34a54,0,0,0,46,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,,0.615
9cb8e6fefb871d19d6bf7df107e10bb3,0,0,0,11,16,19,k__Fungi,,,,,,,0.75
01eed6579b7b3cb0056bfb0875b5c68b,19,0,26,0,0,0,Unassigned,,,,,,,0
a345497df50d35e8676f061802fe8564,0,0,45,0,0,0,k__Fungi,,,,,,,0.571
714a879973c49759e187bf51e7f18d6b,0,0,0,44,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,,0.6
3c0142377a0fa266fce449ae32398676,0,0,0,44,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,,,0.833
e0bac064dd270c8d717f11c69b2ee393,0,0,0,44,0,0,k__Fungi,,,,,,,0.667
0637eb32d741452f16c2518d08b731d2,0,0,0,44,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Pilodermataceae,g__Piloderma,s__Piloderma_sp,0.727
079240a1ba113328cf31bd0c39964cfb,0,0,0,44,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp,0.667
1baab67050d3fc436a022c63c21ec4ed,0,0,0,16,14,14,Unassigned,,,,,,,0
24e74d80a14c45a5cf5d90ec5a781cc7,0,0,0,0,0,44,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,,0.636
4c015e9b5e3ab7d496470eb05b844cb4,32,0,11,0,0,0,k__Fungi,,,,,,,0.667
a72c981083dab1cfec2a54b56f61978c,4,0,8,14,8,9,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,,,0.833
260c124576026c61eb82ea4c369149f5,0,0,43,0,0,0,k__Fungi,,,,,,,0.667
3181745de844170dd6f1400ad0f1622d,0,0,43,0,0,0,Unassigned,,,,,,,0
a258971ee0c67d5408a1f1c2fadbfea3,0,0,43,0,0,0,k__Fungi,,,,,,,0.667
543b755b142b6566ffc2069a9df3d915,0,0,0,43,0,0,k__Fungi,,,,,,,0.667
ee576d352d8b246212a43cd984add7f1,0,0,0,43,0,0,k__Fungi,,,,,,,0.75
680ce80f4d90617730529ac0dc61ff7f,0,0,0,42,0,0,k__Fungi,,,,,,,0.6
0d58db4a1a24f6e1a575f2595dd2d154,0,0,0,42,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,,,0.714
c0d24d5afe11353a1c8e521f9c93769f,0,0,0,42,0,0,k__Fungi,,,,,,,0.75
afb52778fa168746ac7dfaa1d8756b20,0,0,0,42,0,0,k__Fungi,,,,,,,0.714
23376e908188a40ea58fe1bb35753412,0,0,0,41,0,0,k__Fungi,,,,,,,0.667
d220f8aab04783745c809c8cefaf9d48,0,0,0,41,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Meliniomyces,s__Meliniomyces_sp,0.727
9274309af15a09331d543001ee5eaf02,0,0,0,41,0,0,k__Fungi,,,,,,,0.615
5134b23d074d002ee42ee1ad1cf578a6,0,0,0,41,0,0,k__Fungi,,,,,,,0.6
a742163db3f0c16832524b50ee1f1cd4,0,0,0,0,0,41,Unassigned,,,,,,,0
109f28ab5b57651c2e8c6cd14d782a11,0,0,40,0,0,0,k__Fungi,,,,,,,0.75
87c322d03692e6a9cb4844b0ae264fc8,0,0,0,40,0,0,k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Geminibasidium,s__Geminibasidium_sp,0.727
141008376f2c2c53e15c6c921dab18c5,0,0,0,40,0,0,k__Fungi,,,,,,,0.714
8f0089e3289e4eb8c83f46034ff94e2a,0,0,0,40,0,0,k__Fungi,,,,,,,0.667
dfa2db4aac497929c1525a2485e28532,0,0,0,0,40,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
8a49efe88acb90de1eaf23716a74d273,0,0,0,0,0,40,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
1a71d8d753a7524ec325eacdd75481c8,0,0,0,0,0,40,k__Fungi,,,,,,,0.714
93c17ea978676c21adcd1ca78e305355,28,0,11,0,0,0,k__Fungi,,,,,,,0.75
a303875388e7b1f6b823ee05293aead6,4,0,35,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,,,,,0.545
c16bde25f0d5f6bcad2149ee2759bd2e,0,0,39,0,0,0,Unassigned,,,,,,,0
52753d7823778bdad78ddc959d99f555,0,0,4,0,16,19,k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,,0.75
0a086b15b5404db4dfff1929003ed809,0,0,0,39,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
d2ce79d1cab5e7678dceeccb5c457cc2,0,0,0,39,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,,0.545
0f2905cf899c232619aab44ae4546cd4,0,0,0,39,0,0,Unassigned,,,,,,,0
6f0f9303e024fe99c5157cad6a980ddf,0,0,0,14,0,25,k__Fungi,,,,,,,0.6
a6f62b994941204207ffa94e8da7d251,0,0,0,0,39,0,Unassigned,,,,,,,0
0506aabd7d00dfb995886041bcc5e908,21,17,0,0,0,0,k__Fungi,,,,,,,0.667
ce3a5be4da8040816c44516f2df97d71,4,0,0,7,13,14,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,,0.583
4d645d7238cd2e0619246e790a8a3845,0,38,0,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Amphisphaeriaceae,g__Microdochium,,0.667
98deb78786413f0aac26ccbf067227ee,0,0,0,9,11,18,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
6e18a8429ad80a637b4fd123f2342b84,18,4,15,0,0,0,k__Fungi,,,,,,,0.75
5193128e2eb67443c84156e67119bdcb,0,0,37,0,0,0,k__Fungi,,,,,,,0.8
74349b6f182e2bfc50d707a99bf9f644,0,0,0,37,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Alatospora,,0.75
