Feature ID	Taxon	Consensus
3bd80f558aa55cce6c4ef3c092dc35ca	Unassigned	1.0
3bdd0e56a8c58a9ebdad14c2a46149a8	Bacteria;Bacteria_X;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Hydrogenispora;Hydrogenispora_sp.;	1.0
3be79c9a4b72849c2163a29a860328eb	Unassigned	1.0
3c2a6cf61fed790e85fb9c1902d79333	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Sva0485;Sva0485_X;Sva0485_XX;Sva0485_XX_sp.;	1.0
3c2aa5e6e831f8b4abf8b5333d86e186	Unassigned	1.0
3c4c4ad5a75ed048e40d6711c546459e	Unassigned	1.0
3c88d1718ea103df1fe2f9c51915f408	Unassigned	1.0
3c90bf2e7b0ad9e28da822e50273f7e7	Unassigned	1.0
3ca6d0635dcdeb5bfe2334ee0d736f91	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae	0.6
3cba3fd2b3d02dcd2a7ed22bedd1cea6	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus_sp.;	0.6
3cd68d2de6b8a9bf0851b94ca962cb60	Unassigned	1.0
3ce7dcd1c536f7358bbe1ba17aabc12d	Unassigned	1.0
3ce9a77137f0c76a2ed2c7a61bf03b1a	Unassigned	1.0
3cf27c315263692af311820ea233c58c	Bacteria;Bacteria_X;Planctomycetes;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group_X;WD2101_soil_group_X_sp.;	1.0
3d017914923b2905e5e0327ff0067487	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax;Bacteriovorax_sp.;	0.8
3d0da9a1412eb42526246ddb92ca993e	Unassigned	1.0
3d2024e040002b058a35427837bced80	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas_sp.;	1.0
3d2dd2e5a71d7a15b14b19283418ec19	Unassigned	1.0
3d4a54f44d74a06d4d224e3ba56bf126	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5)_clade;OM60(NOR5)_clade_sp.;	0.6
3d5630753127ab1ebe1a544016af8824	Bacteria;Bacteria_X;Actinobacteria;Actinobacteria_X;Micrococcales;Microbacteriaceae	1.0
3d603af495983086983022e8262c11b3	Unassigned	1.0
3d98cf151464d3cee1c7739767b4a353	Unassigned	1.0
3d9fd37a99430e4f0f4c4e8e2aa8dbcb	Unassigned	1.0
3da251de4bfcc75e25b5921636bda094	Unassigned	1.0
3da68ac13043acb650eb4e55048ef53d	Bacteria;Bacteria_X;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;Candidatus_Udaeobacter_sp.;	0.6
3db1df9b48b9bd038bdd9b09aa6f730e	Unassigned	1.0
3dbe5bd4db9b8d347ef7df7027cc114e	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;Bradyrhizobium_sp.;	0.7
3dbed133b88c838b1dd750a03c156533	Unassigned	1.0
3dbfd07bd7ba5c5d05dd3e5062541f02	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas_sp.;	0.625
3dc33f302e53ca4d7a7f5064545b0050	Bacteria;Bacteria_X;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus_sp.;	1.0
3dca488cbe85fcf1ed638360c68e223d	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium_sp.;	0.9
3dcb76331c312dc9c4e37d9ec2ea5dcb	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium_sp.;	1.0
3de2ab9fb49b5cfb82d255200876038a	Unassigned	1.0
3df4b9d6a16dfde0ed91170e42abef55	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophagaceae_X;Chitinophagaceae_X_sp.;	0.6
3e05dfb98cf82130fcf8847730c01037	Unassigned	1.0
3e0ac05acf443fc765afeeea24c787a2	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;BurkholderiaCaballeroniaParaburkholderia;BurkholderiaCaballeroniaParaburkholderia_sp.;	0.6
3e13869f8052ef1ae6874075abeea3c6	Unassigned	1.0
3e5df219519ccc6e8fc4a7b006fc4ee0	Bacteria;Bacteria_X;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae;RBG164921;RBG164921_sp.;	1.0
3e6006f2f858d7271b2abda7818a60b0	Bacteria;Terrabacteria;Cyanobacteria;Cyanophyceae	1.0
3e61c0d44e0b5f12a8f852c40f8973c3	Unassigned	1.0
3e6d784e8faa18b98ffc4e140686f79f	Unassigned	1.0
3e6defcfcc706e8c4e4c1501911b1446	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae	0.7
3e80bbc2c7146dcb85ed9b903c3aad58	Unassigned	1.0
3e91fe92a0da89335ec0dab1df31e853	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca_sp.;	1.0
3e92b79d3b08efb94fe632eb563ba448	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Sva0485;Sva0485_X;Sva0485_XX;Sva0485_XX_sp.;	1.0
3e94541f2a03721d16df97c83824fabb	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;AllorhizobiumNeorhizobiumPararhizobiumRhizobium;AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.;	1.0
3e9b8b64afe4a3ac9a6846dda0ba32fc	Bacteria;Bacteria_X;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	1.0
3e9da1bb26e52fcc888564ff0bdb4f89	Unassigned	1.0
3ea4f8c2a9b7976e1454c720ac34a9e1	Unassigned	1.0
3eb41599a85fac4e2c8e6be7176a339a	Unassigned	1.0
3ebf5851d7c15ff339268c087639bcb8	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax;Bacteriovorax_sp.;	1.0
3ec7ac296553547cb5cb014530345109	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;Spirosoma_sp.;	1.0
3ee265d77012fc57e6b482f8b769a768	Bacteria;Bacteria_X;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;Candidatus_Udaeobacter_sp.;	1.0
3ee794174f10a43b6d77d34fcfdfa5ea	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;AllorhizobiumNeorhizobiumPararhizobiumRhizobium;AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.;	1.0
3ef1246277be318d2b0742688a1c58cf	Unassigned	1.0
3ef465258999c2eba131be74e46b7c00	Unassigned	1.0
3ef8e316a6e05683409179d2d028c619	Bacteria;Bacteria_X;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus_1;Ruminococcus_1_sp.;	0.667
3f163b17cfdc8a56acc001d528a9af62	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Shinella;Shinella_sp.;	0.667
3f16b455f0e6ed9d115eff4fb15c0323	Unassigned	1.0
3f33406027926d09bce6f8dac249dee3	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria	1.0
3f42ae14bad69e7f33f8b0ee9f3cd640	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Sphingobacteriales;env.OPS_17;env.OPS_17_X;env.OPS_17_X_sp.;	1.0
3f7a2b3117af3d33c4b575910c5fada8	Bacteria;Bacteria_X;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1	1.0
3f8477b036a2d62d0fbaf42a6d2d82a7	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Sphingobacteriales;env.OPS_17;env.OPS_17_X;env.OPS_17_X_sp.;	1.0
3f9064f8965a5e58e35d3a9d011650f0	Unassigned	1.0
3f990899b73302826d5ee1546bb57928	Unassigned	1.0
3fa41ba91e520613a6fcec853cdff915	Unassigned	1.0
3fb2f39df51a6b71c221bed2037f9af0	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella_sp.;	1.0
3fbef11d4746db0ef0c4f3c24ea7a083	Unassigned	1.0
3fc947d979b938c3c5419405493d2942	Bacteria;Bacteria_X;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetales_X;Planctomycetales_XX;Planctomycetales_XX_sp.;	1.0
3fd7c66ba83a4691694c2bf31ed064cd	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;Rhodobacter_sp.;	0.7
3fde61975a608ddd6940dc52e2273a90	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Paracaedibacteraceae_X;Paracaedibacteraceae_X_sp.;	1.0
3fe5695d1d19138d708a5c4dfb4c2e22	Unassigned	1.0
3ff97283a07082dad0ee7981e598b174	Unassigned	1.0
3ff9ba1361b796efdcde17fab759750b	Unassigned	1.0
40041a0e0290405486d2e00fc9833209	Bacteria;Bacteria_X;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	1.0
4024988d1f497861de13fe3f8761728f	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium_sp.;	1.0
404673c45394e5a905acc727554e26fb	Bacteria;Bacteria_X;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_NK4A214_group;Ruminococcaceae_NK4A214_group_sp.;	0.8
405d242276d7a4e5e235050ad8ab4e1e	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonaceae;Methylomonas;Methylomonas_sp.;	0.9
4074c483077d29a7ba2bc42db626e48a	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	0.8
4082a818d2d245f0948afd5bb2fce194	Unassigned	1.0
409201d864192b5bc4b9d457a091aa1c	Unassigned	1.0
409b9281ebf38969ca67cd05380c96ad	Unassigned	1.0
40b52db094ede6016b623a941b820940	Unassigned	1.0
40b88ecd69c19b87a4b4162f3bb8c99d	Bacteria;Bacteria_X;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter_sp.;	1.0
40cd2351fb2d7e5c8d3dde443122202d	Unassigned	1.0
40ce00ef204304e39198c363d4b4b98d	Unassigned	1.0
40e12fdb75fc236a69bba106e858b551	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophagaceae_X;Chitinophagaceae_X_sp.;	0.8
40e748a43722207aa2c47aa63c595564	Unassigned	1.0
41048e3536f077c5a6cb09fb1c274846	Unassigned	1.0
41057ad491ebc81bd6a1e322f7f08a02	Unassigned	1.0
4105d9e57043258b14dfe849096e5a3a	Unassigned	1.0
410bc798bc668cb3cc2c4c95b7c9ef5b	Unassigned	1.0
413987a5cb85f6b35ffe124c7c253a12	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Oligoflexales;03196G20;03196G20_X;03196G20_X_sp.;	1.0
41567e84bcbdb5be37c1515a389ef37d	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas;Xanthomonas_sp.;	1.0
415b16c486343ad65ba2adc2b653fa80	Bacteria;Bacteria_X;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae_NK4A214_group;Ruminococcaceae_NK4A214_group_sp.;	1.0
4172bf9bf05df99990a64221ee8fd895	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae	0.9
4181da6e6ab2a09e8381d4a4a6ca61a3	Unassigned	1.0
418953c26a7b1032685e4453845932a8	Unassigned	1.0
4196d6a14a91d1c13a5163ce0c1bc757	Bacteria;Bacteria_X;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfuricurvum;Sulfuricurvum_sp.;	1.0
419ca2cee6b13d7e9a44b35b621e49c0	Unassigned	1.0
419d14ed316470f62218711a97ae2335	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	1.0
41a007bd1906f144e1d95a48f2e7a0b8	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter_sp.;	1.0
41a37c91864bb78180f7a756eca7f61f	Bacteria;Bacteria_X;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter_sp.;	1.0
41a382050947e459d65a4aeed73e5a15	Unassigned	1.0
41b1351dc3589854f0f25c49efd36ac5	Unassigned	1.0
41bd5e61eb136cbd2069905783640513	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;endosymbionts;endosymbionts_sp.;	1.0
41c2d5e813e94c3ef0eede875644183c	Unassigned	1.0
41ca56961014d70cb7fb1cdca1205e0b	Bacteria;Bacteria_X;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae	1.0
41f538830dcfbaade73a91b4b3075940	Unassigned	1.0
41f80c80f135c08a74e32d09ca99c535	Bacteria;Bacteria_X;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae	0.833
42006a01fffcd0881a137e2a70968e42	Bacteria;Terrabacteria;Cyanobacteria;Cyanophyceae;Gastranaerophilales;Gastranaerophilales_X;Gastranaerophilales_XX;Gastranaerophilales_XX_sp.;	1.0
4207e53f88ce9d56b9dccdd54a866d22	Unassigned	1.0
420eb3bc9a9cfdfe678dbea097286762	Unassigned	1.0
42153fcae5338d4594f21c8dd899f9ef	Bacteria;Bacteria_X;DeinococcusThermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus_sp.;	1.0
42173fadad8fcd89c2bf0b824f0bbe97	Unassigned	1.0
423009aa2ca0f1c5d80a7606cd3e624b	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae	0.556
42458df78fd716e264b0541c1b06368a	Unassigned	1.0
42b8679bb324b591e031e5d0a5278ee6	Unassigned	1.0
42bbb3e268001c1edeaefe821a577e89	Archaea;Archaea_X;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaeraceae_X;Nitrososphaeraceae_X_sp.;	0.8
42c05f278a0f1a692843da4b07ca7646	Unassigned	1.0
42d40c8aef9cbb5ea1d5241336da7dee	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;Reyranella_sp.;	1.0
42ea0034b8f7966cb2fb964ed3444042	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Pseudarcicella;Pseudarcicella_sp.;	1.0
430047c34f004b5b1b05497732e52ed6	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Aquabacterium;Aquabacterium_sp.;	0.6
4331e689861646ff5bf25eb736e6219d	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	1.0
43483a530842c9da212e70aec1999a6e	Unassigned	1.0
435b93f10a2fb2bf7f1c2122a257dacc	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	0.6
43628c3ec365dd7676500f6abd76e102	Unassigned	1.0
437661501c6491e038efc5f9f8b9f397	Unassigned	1.0
439150d45d795e12a36bfd31d9be72b0	Bacteria;Terrabacteria;Cyanobacteria;Cyanophyceae	1.0
43a11a648f01f045295b09513b504001	Unassigned	1.0
43a1459733d539fd079ae22bc6de448f	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dokdonella;Dokdonella_sp.;	0.6
43b3915e1fbde179298b7700149dec40	Unassigned	1.0
43b4efc7374f82451bab845296440281	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Diplorickettsiaceae_X;Diplorickettsiaceae_X_sp.;	1.0
43bb32d5ca01798f514c9da2acbc9df6	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae	0.9
43c41e3b4ad447d742fc1c7dfd3024b3	Bacteria;Bacteria_X;Actinobacteria;Acidimicrobiia;Microtrichales	0.875
43ed87f621af789128fb5760e5882723	Unassigned	1.0
43f21125fdeacab124e433d2dbfb61e4	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	0.8
43f65a0d3d1dcfb2c11cb7aa52cd9803	Unassigned	1.0
4411ebb6269c19f080d530aed123c7c4	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Cytophagales;Amoebophilaceae;Candidatus_Cardinium;Candidatus_Cardinium_sp.;	1.0
441ee6ad6d22001c96b169eb069a3108	Unassigned	1.0
44457db5e515694184640cbd524e08f3	Bacteria;Bacteria_X;Planctomycetes;Planctomycetacia;Planctomycetales;Schlesneriaceae;Planctopirus;Planctopirus_sp.;	1.0
4446fe94f7e44f69ba2281d2ef4c5dd6	Bacteria;Bacteria_X;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae	1.0
446257bdaa3a8e3c80b99fbb42e4bd3b	Bacteria;Bacteria_X;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;Vermiphilaceae_X;Vermiphilaceae_X_sp.;	1.0
447557ea138fa6a1d2bfa8a8bcb3c66d	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Rhodocyclaceae	0.7
4478baca9988cb8064a38055d6763250	Unassigned	1.0
447edcb21491703b7934c9a5af02e07c	Unassigned	1.0
448b3bcb99ac4dc5ca2c45b20f7e7fe9	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhizobiales	1.0
44b1c753681d72a6439bee0dcf11adc2	Unassigned	1.0
44c28c8a640eea713b443ce40d184544	Bacteria;Terrabacteria;Cyanobacteria;Cyanophyceae	1.0
44c89d94d8c2a45094ec47f817661b91	Bacteria;Bacteria_X;Actinobacteria;Actinobacteria_X;Pseudonocardiales;Pseudonocardiaceae	0.8
44cf3c1237297beb348e81c2a80ea042	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	0.7
44d7a3566d183ef977883cf32b799122	Bacteria;Bacteria_X;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula;Pirellula_sp.;	1.0
44f6eb6cbda9e8daefccf3b86a5837c9	Unassigned	1.0
44fc66d7f53fca25635d1ec2fe67c160	Bacteria;Bacteria_X;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobiaceae_X;Verrucomicrobiaceae_X_sp.;	1.0
45088adeed3775d295206883315ae4fb	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales	1.0
450e58ac311e2ac86141cdfabc1b9b75	Unassigned	1.0
452a80857c20fb30148be58cbee23d0a	Unassigned	1.0
45319279693db2937f8e62f0db26529a	Bacteria;Bacteria_X;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolineaceae_X;Anaerolineaceae_X_sp.;	0.857
4536e6e876a9b468201ca42891b1c181	Unassigned	1.0
4546e33a8441a7ea90bba69f4ea5ff14	Unassigned	1.0
45481b2745e1db4ae9c7ea50e1c0490e	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;NB1j;NB1j_X;NB1j_XX;NB1j_XX_sp.;	1.0
45511a33e0b4cda71121f4892128e0b0	Bacteria;Bacteria_X;Chloroflexi;Anaerolineae;RBG13549;RBG13549_X;RBG13549_XX;RBG13549_XX_sp.;	1.0
457201db8f0de66ec477caa461436ae9	Unassigned	1.0
45a8aed0fc9a1e8deb7c6092072b61e8	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria	1.0
45b378413e98bab445b3ee6e19d282ad	Bacteria;Terrabacteria;Cyanobacteria;Cyanophyceae	1.0
45b50280d88aea1e70aab873af16767c	Unassigned	1.0
45c3df4c8585d8897fb39a35f87b641f	Unassigned	1.0
45da63b106b319f7657c1346f2bbf78d	Eukaryota:plas;Archaeplastida:plas;Rhodophyta:plas	0.9
45e947defc84800ad7131741d5f3996d	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	1.0
45f4a0514fa011fda2c66b19e3409b8e	Unassigned	1.0
45ff8c57a0c35f5efbe996140311bb4b	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Chitinophagaceae_X;Chitinophagaceae_X_sp.;	0.8
46053d3621ff22857e1a1e0f6de44d2c	Unassigned	1.0
4609743319a0cbb56c9cd8cac5c9191b	Unassigned	1.0
460bb24e7dcc7d533146cb11047487b5	Bacteria;Bacteria_X;Patescibacteria;Microgenomatia;Candidatus_Woesebacteria;Candidatus_Woesebacteria_X;Candidatus_Woesebacteria_XX;Candidatus_Woesebacteria_XX_sp.;	1.0
461512a0bf55698736500cac9b2002a6	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;Haliangium_sp.;	1.0
46187475dc943a346ce8b72a2b21d5cf	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Sphingobacteriales;env.OPS_17;env.OPS_17_X;env.OPS_17_X_sp.;	1.0
462a23809a0e8dac429fbfb60b311535	Bacteria;Bacteria_X;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	0.667
4633199e2907fbcf509ff44360d0d096	Unassigned	1.0
46337cd566fd6d5f2c64554c86ab0edf	Unassigned	1.0
463b078067bf5509ae99b68a5b453245	Unassigned	1.0
4649343e8e1b9063628506a5d038ca69	Unassigned	1.0
4651d7d1e5fa4e2e4159f6020d1112f4	Bacteria;Terrabacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Oscillatoriales_X;Arthrospira;Arthrospira_platensis;	0.667
46641d23984c5b7eb84acc8cd28bcf32	Unassigned	1.0
46668c0b056227cbc62843ca669465bf	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter_sp.;	1.0
4689a3dc11a2d21aa520a9bac99aa83a	Bacteria;Terrabacteria;Cyanobacteria;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena_PCC7403;Pseudanabaena_PCC7403_sp.;	1.0
469556e2f70f708bc46a5167ebe6e2fd	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Cytophagales;Microscillaceae;Flexibacter;Flexibacter_sp.;	1.0
469a6484be1a8d757320d1e3a1cf2688	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae	1.0
469b9a926000a9cbbd5b56c251242f46	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae	0.8
469ef15b9b2f1f13b167713ac6b98101	Unassigned	1.0
46b9f8cbe75a53426338c932c7a35a82	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter_sp.;	0.571
46c848cdbce0c52643170b04c575c9a1	Unassigned	1.0
46cc09670e868f43895418c27617baab	Unassigned	1.0
46d0b4a77ed2b71f7c34069c55cb15c7	Bacteria;Bacteria_X;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae	1.0
46ebb2bcd6f9c5d1940f01fa8870fc6f	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonadaceae_X;Hyphomonadaceae_X_sp.;	1.0
46f42f2dbd04c34b30e909c459ff73a2	Unassigned	1.0
46fc27ceda1beb36dc730008b5c8f6af	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Bacteroidetes_VC2.1_Bac22;Bacteroidetes_VC2.1_Bac22_X;Bacteroidetes_VC2.1_Bac22_XX;Bacteroidetes_VC2.1_Bac22_XX_sp.;	1.0
4733da70effe487133b03b35d7383f10	Bacteria;Bacteria_X;Bacteroidetes;Bacteroidia;Bacteroidales	0.571
4746d665c7b3aeae97f3127311533073	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;AllorhizobiumNeorhizobiumPararhizobiumRhizobium;AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.;	1.0
474e4c46adf0c0ab90e288e7216831ed	Bacteria;Bacteria_X;Kiritimatiellaeota;Kiritimatiellae;WCHB141;WCHB141_X;WCHB141_XX;WCHB141_XX_sp.;	1.0
47654560bb1ea6126100e45a46898ded	Bacteria;Bacteria_X;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae	1.0
477a4cb63e39d1437d6871383fee95bb	Unassigned	1.0
4791b4d5fca552a00a13eceef5a86a7b	Unassigned	1.0
47a3eee18793244db7de181c5fa6ea53	Bacteria;Bacteria_X;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;Rubinisphaeraceae_X;Rubinisphaeraceae_X_sp.;	1.0
47b753ed60621cd96a66d58a1b19316a	Unassigned	1.0
47b8350f5302f52e27a12cce7ec7a2d1	Bacteria;Bacteria_X;Proteobacteria;Deltaproteobacteria;NKB15;NKB15_X;NKB15_XX;NKB15_XX_sp.;	1.0
47bca50cbfb17d4a21b6d263eadfd3b0	Unassigned	1.0
47cc60ea8e33a1a78b896fa0e4db82d7	Unassigned	1.0
47cdb6f26aced4b52f009d0673a3f2ac	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	1.0
47e795556a6c970d98110c9f4b99663e	Unassigned	1.0
47eaffd06f962f2ee67fc57233b5a8f5	Unassigned	1.0
47f7635b37f01d89b0c2975bdd895593	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	1.0
48024e0e38651d2cda32f2b45d4bcd9c	Unassigned	1.0
4806364336f0b2f84ab21503c51d853a	Unassigned	1.0
480b7f0d3a52b93368950fbd9996cc2c	Unassigned	1.0
481edd610e66eced9e409bd8eca8b9ff	Unassigned	1.0
482d1554de0b78b817fdf0c00da333f2	Unassigned	1.0
482fcfe050922f43b69ca7db1955fa46	Unassigned	1.0
48467f78babbd4f318da3a41e60830e0	Unassigned	1.0
486422f56c6738c063e55a85a37818f1	Bacteria;Bacteria_X;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	0.7
4871f750daa402af180a94b5a8af27e4	Unassigned	1.0
4897bb4474a178e1d91c01b62adec291	Unassigned	1.0
