Feature.ID,NuBotR1,NuBotR2,NuBotR3,NuTopR1,NuTopR2,NuTopR3,NyBotR1,NyBotR2,NyBotR3,NyTopR1,NyTopR2,NyTopR3,kingdom,sub_kingdom,phylum,class,order,family,genus,species,Consensus
e8cc4a200ba47c0bc59dd3cae3778fdf,37167,846,1405,6005,51951,42810,890,103800,29366,92883,31477,290,Bacteria,Terrabacteria,Cyanobacteria,Cyanophyceae,,,,,1
68b4c9adac6e05920d434e6c3989f560,0,59610,16558,1997,0,2427,1872,0,0,0,0,1580,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp.,1
8dd9071e4c6d8938e7d47ef2115781dd,687,236,194,4017,14556,6792,8234,1508,2955,2706,5717,10258,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_sp.,0.7
8cad3c354a20ac3b9596592b5c370552,434,89,149,2393,3829,261,1029,105,1238,7797,5150,28945,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea_sp.,1
b07fbb1ce47b87ccbeedb6968d3d0aa6,194,350,41689,153,0,0,0,0,0,0,154,156,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,1
e22f4390b48e6be3a0b4759c0ff4bd6e,254,233,129,5073,1485,895,1498,160,13580,2673,1702,8369,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,1
6ecaf006d1e7ce61548cb35732426725,425,230,1073,10322,1928,230,1235,383,699,4712,7404,3247,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,1
a1d447000bcdb9ead75ae1785a00c959,308,171,339,4988,3235,3348,2807,1296,985,778,1311,2955,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pandoraea,Pandoraea_sp.,0.6
8ea5ddfcf36fd118e355099cc7ff9ba1,180,112,156,3660,4513,751,2255,174,466,1319,4565,2702,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum,Herbaspirillum_sp.,0.6
16b0c2cec1827184edcab222109ec161,449,556,198,3773,2864,1121,1392,1640,2379,1378,1183,1459,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,1
78c938a7231d0c8777e1ff70d7de0ae5,1987,1303,327,1380,579,831,618,3704,2384,589,463,195,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
e0d7ed89232fd68bff5f2cbb065c6789,179,0,83,956,601,161,2440,0,362,1188,2254,6135,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella_sp.,0.6
1b639777ae951aecafda7b36472eb6c9,112,84,0,1691,1506,138,399,1185,1621,2354,2510,1796,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,1
cf53aff95aac1fadec702fa06d2970aa,4039,2479,790,311,752,379,185,1585,998,386,598,166,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
495acd01469b968aaa60c491f64a41f0,281,369,109,1517,2980,417,914,429,627,310,2388,2171,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,0.8
311ffe8970234e21f23a87200f53a7c8,267,214,80,991,1601,1138,1557,465,2259,1016,1421,1105,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
a7d92dbcf07b8b84c2a6130e863c0387,84,41,337,981,2292,953,1117,318,651,1467,2521,1331,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp.,1
c1dc3af5ed5f76b349dec2be030e8285,89,42,94,3410,860,206,187,0,0,0,5645,1281,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella_sp.,1
77f2b2a62bb0b10aba6e0d7cdb39fb9c,0,68,88,1769,1152,1296,480,1111,2870,716,628,1372,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
5b0313d7d50a41f0adb496290078423b,164,132,587,2187,504,2357,1494,1432,1382,185,375,600,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium_sp.,0.9
3005861b56db3bfb37037102c52c4a41,153,0,75,1330,371,451,1064,0,0,214,6737,146,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,1
27faf24d4a735b5754c86267cf5df7d1,142,0,0,664,481,117,1506,75,191,771,1494,4122,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter_sp.,0.8
48cfb1184721e1dc6daaa94a8894f870,97,25,14,797,1126,561,347,412,2033,1233,1933,399,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp.,1
0aeb5a03421ccac771993e3c8d9df3b2,91,0,0,938,578,126,0,0,100,438,5241,1350,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter_sp.,0.8
fa55250824aae36949a27bdeac334c58,169,190,58,1518,1830,683,842,343,866,214,956,953,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,0.8
8b4f29c9af5581582bfa312bb990551f,75,194,223,2834,167,1956,829,0,1288,243,399,201,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia_sp.,1
ca9366a8b0183190660fa539a50f3538,31,38,30,2601,612,531,1077,78,541,879,1010,810,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
1222022dfd13fbb867276e82f3c14963,2325,1387,1412,100,158,90,685,875,293,43,67,522,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,,,0.9
3ee794174f10a43b6d77d34fcfdfa5ea,141,109,0,999,1512,356,476,161,758,426,950,1694,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,1
9776e277accff70e2f5c0f8e81961768,38,98,33,613,2429,137,1039,57,72,60,1875,836,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp.,1
13bdd7e2558056e4fe3c1ff130c63427,3520,1050,638,186,129,92,98,500,387,166,69,82,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_sp.,0.9
4b9bd27a1c9a7e9505bbdae2d562d4cc,0,0,6886,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,1
0843ca8744b1994879926feb58da5b39,760,1358,498,228,750,294,117,409,1144,183,305,161,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
19178efd27050574e2553d1cf5b5754f,158,73,68,1239,413,645,373,537,1098,584,513,456,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
469a6484be1a8d757320d1e3a1cf2688,70,22,29,249,2408,1097,1088,0,242,0,294,502,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,,1
b76a92bf8521ca4d0902758e736cd470,720,4646,404,23,0,0,0,0,32,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
d1d511de9a16865819e479ee94e26c9b,474,77,323,493,481,500,203,700,1189,544,558,272,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Porphyrobacter_sp.,0.6
47f7635b37f01d89b0c2975bdd895593,1770,892,425,240,180,215,129,673,708,153,53,153,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
4e3b270a4902027e46792478b1ec0002,52,32,0,484,793,396,186,140,1845,495,522,565,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Porphyrobacter_sp.,0.6
d4ba07b3094c0668a8fa1065c6424139,60,94,391,2806,817,256,548,72,0,0,83,206,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,Rhodoferax_sp.,0.6
abb8843dde399330ab8f3d781c761225,25,0,46,1007,446,311,159,343,1524,397,268,403,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp.,1
b7ad451154ae6be1801ee3a10cab97b2,97,162,92,335,375,130,223,32,202,599,1781,752,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
c60eba6182be5843257a83b6d3299494,153,108,75,676,259,375,295,636,1059,461,200,256,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter_sp.,0.6
e748fbe5ee0c0961766122036508a432,0,0,0,386,580,108,229,0,112,289,1790,800,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea_sp.,1
fd0760652979f839263201c176a067de,0,22,12,700,819,1405,598,142,244,29,111,178,Unassigned,,,,,,,,1
fb122893b64842d15903c82a570aa0c4,77,24,21,237,458,53,408,141,1402,628,284,491,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_sp.,1
944176316cb325db223e7850c8863e14,31,41,33,209,949,905,526,62,454,60,320,590,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp.,1
224da45f47c89454aa49b265b826322a,2147,143,62,100,127,78,0,184,531,378,205,53,Eukaryota:plas,Stramenopiles:plas,Ochrophyta:plas,Eustigmatophyceae:plas,Eustigmatophyceae_X:plas,Eustigmatophyceae_XX:plas,Nannochloropsis:plas,Nannochloropsis_sp.:plas,0.7
c5565253d3d8534f18fee3a090efc436,31,57,47,733,479,456,905,0,257,38,149,675,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
7b2d025c48854d38c377a5ed699f8d30,52,25,45,154,142,709,0,11,226,1551,352,473,Bacteria,Bacteria_X,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_sp.,0.7
efd51856b049a615d46afb88ae035eb9,123,1003,1292,431,226,35,216,163,0,0,14,234,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,0.8
ef42f87b1a8d61ede621ff62f41410f8,0,44,13,616,303,790,315,90,535,179,225,444,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp.,0.9
5fe8e2d9d177419403d5ebac21063e5a,94,63,47,713,636,267,160,801,270,96,97,299,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,1
193f6a8ff13a7332690f0c086d737107,319,34,538,166,1078,303,54,130,719,14,129,51,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_sp.,1
e8f818cd3bd641dc9d7a10ac37b49a0c,24,0,0,271,536,328,167,52,250,172,195,1430,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,,1
58dfd05928a3e59da7ec8fb8e14b0812,91,99,224,192,772,50,227,0,187,128,1025,362,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp.,1
7ae018ce924e1f58e920480b47bed826,0,28,0,2669,216,0,159,56,0,0,60,80,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas_sp.,0.9
1f6336ae0ae86b8d721dca838b3a653f,81,67,356,428,585,157,653,850,0,0,21,34,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,0.8
fd3ef787664effd6abf6a3155adcd6a0,0,0,0,79,192,0,817,34,537,913,557,99,Bacteria,Bacteria_X,Actinobacteria,Actinobacteria_X,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium_sp.,1
2ff6d2a8a847f31fac80432682ffeb57,750,282,196,138,277,168,189,701,253,39,74,107,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter_sp.,0.8
78ff3cb68665b4a562a0b232bec1ac26,0,18,31,202,758,545,163,164,204,91,575,409,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter_sp.,1
2dd8c4c1d4782773564265de2a6958f5,113,700,558,232,25,516,230,48,28,10,51,649,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas_sp.,1
821d4ade925aca1e35e3f50d756a3e1b,20,7,68,250,668,449,430,53,83,0,296,806,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum,Niveispirillum_sp.,1
6c3898e7914bf4557903ac4cc60b81ea,0,15,34,193,384,153,600,0,87,6,315,1324,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,Limnobacter_sp.,0.8
6dfa3527ea61894cd2cf9c211cf9614c,36,29,11,738,560,170,359,253,77,123,447,226,Unassigned,,,,,,,,1
7566547997dbf997642e73d15b2b4ede,1110,456,565,107,82,79,61,125,183,69,95,48,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
949a125d5691a3878e6edea768a7da57,153,150,1996,61,36,353,46,24,46,15,16,73,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,,,1
09d3fb0230b592ca5945cc789d077301,574,156,119,84,193,202,61,721,602,78,100,58,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter_sp.,0.8
724ba3c55bec0495322e35d920723210,1292,1218,235,20,0,0,40,66,58,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium_sp.,0.6
8a2216db12b1c175f741e7b23ab72be7,0,51,11,392,900,106,122,43,316,287,134,480,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,NKB5,NKB5_X,NKB5_XX,NKB5_XX_sp.,1
7c528bff83bf66f175dab43c7bbf2d5f,156,0,40,124,0,100,398,27,0,0,19,1939,Bacteria,Bacteria_X,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_sp.,0.6
4c7666cbf287fd65532d91bd2b549ca0,1302,669,146,27,22,17,293,152,41,0,0,57,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,,,0.9
d533aa777877a6d4b5f152776c13952a,6,20,10,460,561,269,519,34,330,63,146,168,Unassigned,,,,,,,,1
fc6474175a8d3b7aaae78fc0613af746,0,0,0,356,382,520,186,159,343,88,96,435,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_sp.,1
a94a31a5f52134d8b860008864ecf415,166,0,101,335,199,218,195,245,489,284,166,145,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
3b8632f644e48d84bb9265afa6a05316,1323,446,605,0,10,16,18,44,21,0,0,21,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
2c9b45e49894f6266ba6b9058633c76a,11,19,23,1318,535,17,56,23,0,62,393,36,Bacteria,Bacteria_X,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus_sp.,0.9
cd8d020bf86c1ee8c905ba58ceae4dbd,8,35,20,296,232,456,336,31,367,71,146,442,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas_sp.,0.889
96f4abe0deb662c3d1485f6a2a927e51,19,97,1469,165,0,0,45,8,0,0,0,590,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,Raoultella_sp.,0.6
7a4706a27fef137a43d9c8108fc63267,827,965,465,0,0,0,0,51,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,1
876754945ae30f176005478fd49cb5db,27,0,0,518,163,158,108,197,562,113,282,179,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga_sp.,1
6ef72591a707a426bfe7d9fb8be77329,159,116,63,245,170,177,115,609,300,97,67,180,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,1
22d7099048fc7eee85ba223602770700,927,923,188,0,0,0,0,114,78,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
792d69afb776c9f2bf4a0d2121266370,0,0,453,299,634,96,112,96,47,0,308,120,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
a1ff39561ed8c9e85032071c275a46da,772,661,397,84,0,36,0,0,104,0,0,65,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,MM2,MM2_sp.,0.6
5b985470b3178fc949dc639b82ca890d,112,88,26,400,269,121,150,70,562,58,30,216,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_sp.,0.7
0125120c2a98bae93aed3adff7db728e,716,448,333,111,114,0,0,214,140,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
9270058b544486d695071549c72cec1d,789,754,487,0,0,0,0,21,0,0,0,14,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_sp.,1
3dbfd07bd7ba5c5d05dd3e5062541f02,278,113,80,126,79,42,78,388,290,315,150,20,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp.,0.625
281f83364754291d7a9dfc69ffa113ad,0,0,183,125,1005,144,40,24,0,55,281,49,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp.,1
3138bd1be76e1be0b477bc25478b2965,0,36,0,286,440,483,179,62,62,12,67,234,Unassigned,,,,,,,,1
b5fd836d015748e54b99e419d5bcab25,0,19,0,118,415,591,114,41,87,20,75,366,Unassigned,,,,,,,,1
be78ca8a364d83fd4fd62efc720f6e5b,107,824,158,169,49,126,93,24,163,0,59,72,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,,,0.8
778b613bfbc84f1b0bf1ee426ca3a9b5,0,24,0,138,327,66,64,0,235,79,669,209,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp.,1
a8933ea0cc9f9050971753b6b2c0873d,0,0,0,272,463,245,163,106,81,87,242,146,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas_sp.,1
1e53b95e3ebccf346897747dfdded5f9,0,0,124,277,135,269,128,0,178,179,227,272,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga_sp.,1
d9e5a76bbfb44880d1e6abd2e39a1f9d,681,255,389,41,96,94,38,34,46,0,80,27,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
4de07f904882406cb25e664d825fae4e,636,310,330,66,14,59,10,87,187,32,0,20,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,,,0.7
788c15cd480e933b89593f2a001a7079,441,387,240,49,64,47,116,286,64,17,19,16,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,1
4c006d8156e566fc6766a92f433bac11,0,0,12,113,342,165,111,62,280,50,189,398,Bacteria,Terrabacteria,Cyanobacteria,Cyanophyceae,Pleurocapsales,Pleurocapsales_X,Xenococcus,Xenococcus_sp.,1
9b2453d8ec0318d9b7c064533cb088e3,1025,456,192,0,7,0,11,26,0,0,0,0,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_X,Saprospiraceae_X_sp.,1
58ccaeade63c48e140bde64ca86ebefe,94,60,142,217,35,95,581,0,100,110,147,117,Bacteria,Terrabacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Cyanobiaceae,Cyanobium_PCC6307,Cyanobium_PCC6307_sp.,1
fe0f476229ba50b52cc068438dd85622,26,0,9,0,0,0,931,0,0,0,8,712,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,,1
e4283ff54fc247f3d548c14ddd2fdd7e,136,0,0,134,506,136,167,71,115,48,197,130,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax_sp.,1
938ec51f57943697709b1e456a1d3497,1100,0,496,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
9bdf0c72ab7d4c067ee307c4d20f0463,128,0,32,295,93,113,102,87,420,64,23,217,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_sp.,0.8
ce6d43d8357a91b2e2eed2f94a209422,0,18,23,394,105,196,76,57,203,322,127,44,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,,0.6
c71f3c42a3d6f7eccb7e41cc05660591,0,58,57,308,130,351,79,39,244,15,91,190,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_X,Chitinophagaceae_X_sp.,0.8
9898eaad040a0f0a5d3043b761b19373,536,76,105,74,50,92,29,231,260,55,50,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,,,0.9
6f1e66a0c3bac3c56e68ac76de627eeb,777,455,233,0,0,0,0,86,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_sp.,1
cdf15cfd9bedb069859b3031e7442508,22,16,0,644,182,57,105,71,27,81,117,215,Unassigned,,,,,,,,1
a840aaaec1e2fc7cbcb03cafffb855dd,888,536,103,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
c20f4c3aea84e7847f05554d369264f9,82,32,22,88,166,117,67,309,454,83,41,60,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Bosea_sp.,1
d9a340d0811f2aef64d96c37ff86ccb6,904,497,119,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Arcicella,Arcicella_sp.,1
60700104d449b13e818c4951763a6d5e,0,6,0,213,162,73,211,83,363,203,166,39,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp.,0.6
e8927271ea395ff82410b07e9a5439ab,175,53,140,94,383,76,188,0,58,0,140,212,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp.,1
f415595c20788f647f69b82a416aa4fa,380,233,104,59,57,49,87,279,128,62,34,44,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
b3f4481d1ac9d1c8e707f2c2268d0e2b,0,16,19,263,267,521,124,94,33,9,18,145,Unassigned,,,,,,,,1
a4f48fcf513a20f3d51322b83e070803,461,151,487,0,0,0,120,0,0,0,123,135,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
2c977c3fbc0de359e5be688b5918451d,35,22,16,552,170,71,45,71,20,0,53,407,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,,,,,1
