Feature.ID,NuBotR1,NuBotR2,NuBotR3,NuTopR1,NuTopR2,NuTopR3,NyBotR1,NyBotR2,NyBotR3,NyTopR1,NyTopR2,NyTopR3,kingdom,sub_kingdom,phylum,class,order,family,genus,species,Consensus
16cfa55ff54c024299eff5683b7c3a8c,0,0,0,18,115,22,22,0,0,0,0,120,Unassigned,,,,,,,,1
bb178f8f54878dd8b004a381f9a831b7,0,0,0,0,42,149,28,0,39,0,0,37,Unassigned,,,,,,,,1
b3d1f2275b44985370b43f9018e2de0f,73,136,86,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,1
7c568bb011ab6368e6c553f3f7f2c9ad,255,8,32,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
27da9332f0d927cebee642b20e949875,109,97,62,0,0,0,0,25,0,0,0,0,Bacteria,Bacteria_X,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Pirellula_sp.,1
9eef09694b830a780a46f31a54d5e523,0,106,63,17,0,0,44,33,0,0,0,29,Bacteria,Bacteria_X,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,,,0.6
076bc3ba6834fed259f70b8df005f457,0,0,0,57,0,0,0,0,212,0,22,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
3cd68d2de6b8a9bf0851b94ca962cb60,0,32,26,65,22,28,19,23,36,12,0,27,Unassigned,,,,,,,,1
ec54cf44bbe42e1c73a48794d745686b,0,0,0,17,51,0,0,57,141,0,0,23,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,0.7
608d9b2d28111af1991f3be10065716b,206,23,32,0,0,0,0,28,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_sp.,0.7
d6322b646ea0aa04aa93ad7335f1f363,0,0,289,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,,1
be8f66f5d3b770da7405b81ff8e6994d,150,16,30,0,0,0,0,70,20,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,,,0.7
093a1f2b0457a6b807f89fdfe26c965a,213,0,73,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
db759855304f1ce0e9292a8c708a446e,102,15,36,0,0,0,21,90,21,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,,,1
9263b4e2b1dd6d1aed512fdd440e3bac,24,0,0,0,0,0,39,0,0,68,70,81,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas_sp.,1
d29a48e5fa4e48d30de1f2e78d6defa1,25,0,0,0,48,0,26,48,118,0,0,15,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_sp.,0.6
30dc48311632bce02ec07175a95c1435,0,0,0,70,11,47,15,19,67,0,0,51,Bacteria,Bacteria_X,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,Gemmata_sp.,1
7c293781d08418244f6da896ae5171a1,129,70,55,0,0,0,0,0,24,0,0,0,Bacteria,Bacteria_X,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,Gemmata_sp.,1
66f95c9b0a98e6611e3dc4a69f6eb3dc,163,115,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
9c1a239b8c957de1ca44f1a9d544249b,59,36,23,23,24,12,0,26,65,0,0,9,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Bosea_sp.,0.9
881e3ec9487297932ccb25e3b79ad9ec,163,0,78,0,0,0,0,0,0,0,0,36,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
c90044f7bc60c8dd53cb8e3617d43efa,176,29,37,0,0,10,0,24,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis_X,Acidibacter,Acidibacter_sp.,1
24499474c15e9ab80792b9314241d6b0,0,0,0,63,0,28,91,18,53,0,0,22,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
782c8e82668687d1d5b925f145ec6622,144,103,20,0,0,0,0,0,7,0,0,0,Unassigned,,,,,,,,1
b8c92afb416d59753efb9f73431d48ba,68,172,34,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,,,0.8
24f8fe7aa444d666ec15d3241b63eae9,11,30,15,35,0,26,9,49,60,0,13,25,Unassigned,,,,,,,,1
338655f2a5f647c2a3bb1627e7b265aa,35,235,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,,,,,1
9a11bd81e0fbfb6e967fcee28e94deb5,140,27,57,0,0,8,0,19,18,0,0,0,Unassigned,,,,,,,,1
a00e71fab20d5437a190b92a8f0c9291,104,101,57,0,0,0,0,6,0,0,0,0,Unassigned,,,,,,,,1
e5ed58fa50375b75af9117b8454b30df,0,0,0,25,61,83,45,10,0,0,17,27,Unassigned,,,,,,,,1
f4b2d3f9623074e9c4ec700b0374ccfc,84,182,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,1
abb7560fe9c86f839440f4e1f6cca383,0,0,0,0,0,0,0,192,47,0,26,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium_sp.,1
ff452bc6b76691308ab6ae8a69a1aba5,0,0,0,13,67,64,26,0,6,21,31,37,Unassigned,,,,,,,,1
6c5ebdbac5cf5d0f7b737957d82d1c1a,58,7,32,0,0,14,143,0,0,0,0,11,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,BurkholderiaCaballeroniaParaburkholderia,BurkholderiaCaballeroniaParaburkholderia_sp.,0.9
50fb9f7f56eb6ae69d0b12983904c36b,0,0,0,89,0,27,0,0,99,19,30,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
633ddffb5219978debb298464b825f54,0,0,0,0,0,0,0,263,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,,1
2d2d3c1ef902fde27cc85c99a7f83c1d,178,31,29,0,0,0,0,24,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis_sp.,0.7
07f42dacca5e0da9a84031b1d6cbdbb2,129,22,25,0,0,3,0,82,0,0,0,0,Unassigned,,,,,,,,1
bc13586a76cca592b9226219f12b8a96,84,13,37,0,11,0,29,55,20,0,0,11,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,,,1
b16be09eda15654f4147e5ba683b8025,58,0,0,0,32,0,0,62,80,0,0,27,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,,,0.8
c80c0f4912a732a6e35d9874e879c03a,94,85,0,0,0,0,24,56,0,0,0,0,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter_sp.,0.8
15ee87fab3696ab8dd879db24c595d97,0,0,0,44,67,0,73,0,74,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
28a5b22fbdb4a8ff529c19b2a0d5b899,31,0,226,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,1
c52b42a2de44afedad2798e66ce46e6e,0,0,0,0,0,48,0,0,127,43,38,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_sp.,1
cc27ba49e54dcb286d8978be87ec933a,143,51,16,0,0,0,0,46,0,0,0,0,Bacteria,Bacteria_X,Chloroflexi,Anaerolineae,RBG13549,RBG13549_X,RBG13549_XX,RBG13549_XX_sp.,1
cdf4a66e54d726eebcdd406250f1fa18,0,0,44,78,66,21,44,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
881c3c1cda5531abceb21b25b889bc7f,24,47,172,0,0,0,0,0,9,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Jahnella,Jahnella_sp.,1
15fab6d05604cdd3c6ee1b2495d2f745,168,0,84,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
e576fbe63e49cb25b631e99b3d368ab0,138,18,0,0,0,0,0,48,35,12,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Gammaproteobacteria_Incertae_Sedis_X,Acidibacter,Acidibacter_sp.,1
a52b6fee949dd230283d9fb11ec43855,151,0,28,0,10,0,0,46,0,4,0,12,Bacteria,Bacteria_X,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,,1
7bedba975d8cafe1163ad991617f112d,0,0,0,21,47,50,46,0,37,0,28,21,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp.,1
5d648a70c69ad724b635bdf6428633fd,30,0,0,53,8,16,8,48,31,27,11,15,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_sp.,0.857
fd97489a80893b1809c4d13880a61ec0,83,164,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,1
86aa3301c6dd1d9068db059f11016b49,0,0,0,19,29,13,0,0,76,7,0,102,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium_sp.,1
14e01994a6dc9ec051ee09f758ee385d,0,0,0,30,39,22,27,17,57,36,4,14,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,Dyadobacter_sp.,1
7a98a35354452c764ef6792464d7d2f5,69,119,58,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,0.8
41f80c80f135c08a74e32d09ca99c535,157,57,31,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,,,0.833
66f1ec80afcf859dd296fbe8975db12f,0,0,0,0,175,0,0,10,0,20,40,0,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp.,1
c7daa2e05ee82d8bf58f76acf0a66228,115,48,29,0,0,0,0,29,23,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,0.6
f3a19144f6686853fca23166fc18ed01,92,110,41,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_sp.,1
093757160a15e690b6697abd0dd37958,80,42,25,3,0,0,9,46,18,6,0,13,Bacteria,Bacteria_X,Actinobacteria,Actinobacteria_X,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes_sp.,0.7
e4e4a7661ad80b1f018decae7e170387,38,15,152,0,0,10,14,0,0,0,0,13,Bacteria,Bacteria_X,Actinobacteria,Actinobacteria_X,Micrococcales,Microbacteriaceae,,,1
d3450dc1adbcaa5115a15fe6aad71c58,41,39,0,0,0,0,0,88,73,0,0,0,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter_sp.,0.8
7d58e1dc70ff29ae4872fa9885b2d801,0,0,0,100,14,94,14,19,0,0,0,0,Unassigned,,,,,,,,1
f1abd0319f86a6fabe42486f677f5216,0,0,0,0,0,0,0,0,0,241,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp.,1
588ca02f62578f87406b239b79de8ad1,0,0,0,40,23,47,33,32,37,0,28,0,Unassigned,,,,,,,,1
71f80f6872e186c133df162fe3e18508,0,0,0,82,35,0,19,25,34,0,0,43,Unassigned,,,,,,,,1
0a5b550947211641b966df0ab693e335,148,44,0,0,0,0,46,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Candidatus_Accumulibacter,Candidatus_Accumulibacter_sp.,0.8
aec5a6b5ead7bf1555c0c8a408bdb00c,0,0,0,110,0,33,0,0,44,0,0,50,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12_X,SM2D12_X_sp.,1
f261f8f79b60fb99335136c5a01a4029,45,0,0,18,0,26,0,46,86,0,0,13,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,,,0.6
4d3ac3995adf78bb2f83cba9b3195631,0,0,0,49,24,38,0,28,49,25,17,4,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina_X,Microsporidium,Microsporidium_sp.,1
61bb7c61df7bfeed1c1bf6f81a47f40c,0,24,14,12,34,38,37,0,45,0,10,20,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp.,1
34f66176bec3f93c375e97354dafb3f0,0,48,23,36,23,31,18,0,42,13,0,0,Unassigned,,,,,,,,1
f69f7519840218be6b17a7c6520cc40a,151,51,32,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Pirellula_sp.,1
8734d5f6aa5e541efbae595a4be9b2b9,41,20,21,67,10,26,0,0,22,0,13,12,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,Candidatus_Udaeobacter_sp.,1
c2f8aa5cd4d82062acff6024be1da5d5,51,53,19,0,0,0,22,61,0,0,0,26,Bacteria,Bacteria_X,Proteobacteria,Deltaproteobacteria,Sva0485,Sva0485_X,Sva0485_XX,Sva0485_XX_sp.,1
514081d93c58a255ef17991130a47b25,0,0,0,0,19,0,108,0,49,28,0,26,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,Massilia_sp.,0.6
d33ad2dbf6702b64324a6dd6cb162971,0,0,0,0,0,0,0,0,0,230,0,0,Bacteria,Terrabacteria,Cyanobacteria,Cyanophyceae,,,,,1
fa25cd7cdcc50826b9764c026f96a685,11,0,9,23,20,33,0,27,87,5,13,0,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobiaceae_X,Verrucomicrobiaceae_X_sp.,1
ae3c1baaab463b3c34dca0904baba74e,75,136,17,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,1
e847a664d6db65d841bf35bacb90dcbd,77,110,0,0,0,0,0,40,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,1
4f6fad3d2786a593e07ec12f9b85b8ad,143,53,31,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,,1
a987d39cd58afba28fa4fffc13e6c458,13,0,38,30,25,28,16,10,39,0,11,16,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,Emticicia_sp.,1
e92010d1e7043d0feecfebb0951dd986,145,14,45,0,0,0,0,14,8,0,0,0,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_X,Chitinophagaceae_X_sp.,0.9
8d8ba23554df196fb7238030eaed3980,68,158,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
be27f583e79d266bef569441352f3652,14,28,160,14,0,4,0,0,0,0,6,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp.,1
d6ad389be76a973915cf666e135741a8,114,0,112,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,MM2,MM2_sp.,0.6
f75d1b28d4f3ad661037c02a50aef7b5,118,0,46,0,0,0,62,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,0.8
4d1e94541fd143f1bfe38e20592f0232,64,111,21,0,0,0,0,0,29,0,0,0,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter_sp.,0.8
e04807f327d0fa3f0e26c7ef50db9a0a,57,59,26,0,12,0,26,34,11,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,,,0.6
c586749ec8bebfed21763c845f6b692a,0,0,0,0,106,0,119,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
304ede7fa5a3b0092d35c6738d03a7c0,0,0,0,0,0,53,48,0,50,0,0,72,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas_sp.,1
42ea0034b8f7966cb2fb964ed3444042,0,0,223,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,Pseudarcicella_sp.,1
afeb8f462ca93a9bcc9b3723c755bcee,0,0,0,47,9,0,20,0,107,0,0,39,Unassigned,,,,,,,,1
74f4624193762ac1b4783ca911ce0df5,74,0,0,0,0,0,0,43,60,45,0,0,Eukaryota:plas,Stramenopiles:plas,Ochrophyta:plas,Eustigmatophyceae:plas,Eustigmatophyceae_X:plas,Eustigmatophyceae_XX:plas,Nannochloropsis:plas,Nannochloropsis_sp.:plas,0.9
4a215144f88d8a564506161ab6161209,28,38,39,33,0,7,4,20,30,14,0,9,Unassigned,,,,,,,,1
512d46a886c8e34c21f983ee7a25e0e5,0,0,48,22,0,48,61,0,27,0,7,9,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
d6f7c747b09840cf5f2eb91eaba4dc24,142,0,0,0,0,0,34,46,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus_sp.,0.9
e56144b25e54ba919c131a4407c14417,100,52,9,17,0,20,4,0,12,0,0,6,Unassigned,,,,,,,,1
350d7de3bc4e9306188eb2f893fe6d4e,0,219,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,Sva0996_marine_group_sp.,1
08e7eb18c7b621a2c85780cc78d882d1,43,40,26,42,0,11,0,57,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,1
5cb9b0c621c5fb8d7aa3822282364e8c,10,14,16,70,0,18,0,28,0,49,0,14,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_sp.,1
61c53786a8fcac08abd6c56a394d73b8,0,0,0,26,23,144,16,10,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,SM2D12_X,SM2D12_X_sp.,1
f32e6cb3dd193aba0fdf55cfa08c3c11,0,0,0,27,0,69,26,25,54,0,0,16,Unassigned,,,,,,,,1
d0dd7d35fe4e695e3440c8a8f26ec4e2,76,15,12,7,0,0,0,62,45,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,AllorhizobiumNeorhizobiumPararhizobiumRhizobium,AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.,0.9
7b6c8bebf5248bcc50a40a8b055df83e,16,4,0,29,13,18,9,50,37,28,0,13,Bacteria,Bacteria_X,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Planctopirus,Planctopirus_sp.,1
d9463de875b71af66125d69cb2e5d932,0,217,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_X,env.OPS_17_X_sp.,1
8882528c0bf5804d8e2d12963aa9b858,20,197,0,0,0,0,0,0,0,0,0,0,Unassigned,,,,,,,,1
8c5f03fec0325a1fabd2bed33ffc5d30,100,98,7,0,0,0,0,11,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,,0.6
242cd1de9ab488e9a5b933186f888a6f,8,9,0,8,21,170,0,0,0,0,0,0,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter_sp.,1
7d2991dd9a323966a49d9c0566e04828,84,0,83,0,0,13,0,0,35,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_sp.,1
4d371041ebb46140777945dd1d064d0f,0,0,0,0,0,0,0,0,51,134,27,0,Bacteria,Bacteria_X,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_sp.,0.7
dad9b84b7cacee4e801ba96b40667236,24,18,10,27,0,31,3,36,28,16,14,5,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina_X,Orthosomella,,0.6
3dca488cbe85fcf1ed638360c68e223d,100,40,29,0,0,0,0,43,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_sp.,0.9
67507d9935c37e06e358dab0d08f64c4,0,0,0,21,32,14,8,16,61,27,15,17,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1
3d5630753127ab1ebe1a544016af8824,0,0,0,24,0,0,34,63,58,32,0,0,Bacteria,Bacteria_X,Actinobacteria,Actinobacteria_X,Micrococcales,Microbacteriaceae,,,1
665c09b2d61ef27993cd207931b0c694,0,0,0,99,0,0,17,0,52,0,0,43,Unassigned,,,,,,,,1
7c98d4ffa73820930bc6a4acd02c9871,85,101,4,0,3,0,0,11,7,0,0,0,Unassigned,,,,,,,,1
77aefc638ab427bc61aa61d6388a983c,49,0,31,0,0,76,0,50,0,0,4,0,Unassigned,,,,,,,,1
b16dbd37a48f3af2f3a603cdc8eae82e,0,0,0,53,34,13,0,40,26,0,25,18,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer_sp.,0.7
dd400bd72cf7acfed60bd2431e4efa62,0,0,0,28,48,41,19,0,24,0,21,28,Unassigned,,,,,,,,1
86dae03a25e28c4c4ac8b24140e36347,0,0,0,45,0,45,21,0,23,26,28,21,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas_sp.,1
f93ca88a9a883af63ee1fa192cc025ed,14,0,13,22,0,21,9,75,21,15,10,8,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobiaceae_X,Verrucomicrobiaceae_X_sp.,1
cdd0a6d630b55c8964fb2bc4cf5a66b9,88,38,19,0,0,0,0,62,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,0.7
2df7aa7ffd79ccec5efad3e28d790dcb,84,107,0,0,0,7,7,0,0,0,0,0,Unassigned,,,,,,,,1
9653cf86d66c1e3d93418c124ed62a44,0,126,62,0,0,0,0,0,0,0,0,16,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,1
8a1d5f0b6dd6a420f749a92debdc4cfc,0,0,0,0,0,0,0,0,0,203,0,0,Bacteria,Terrabacteria,Cyanobacteria,Cyanophyceae,,,,,1
45088adeed3775d295206883315ae4fb,45,20,57,0,0,0,59,0,0,0,0,21,Bacteria,Bacteria_X,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,,1
f8f8ca12706b1cb9b1a2d45e7548f7d4,0,142,0,0,0,18,0,22,19,0,0,0,Bacteria,Bacteria_X,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Rubinisphaeraceae_X,Rubinisphaeraceae_X_sp.,1
2fab8adf2f2f1f732fb62ccdc7ed74f2,0,48,0,66,0,30,15,0,23,0,0,18,Bacteria,Bacteria_X,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Pirellula_sp.,1
8562e45e7a714b7a8ceb416b757cdd5d,83,0,46,0,0,0,0,49,22,0,0,0,Bacteria,Bacteria_X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Luteolibacter_sp.,0.8
be15ea02b53320859c09b7c7e38123aa,34,103,0,0,0,0,0,22,0,23,18,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,,1
101d4d125ee34be562e4a37be9a42c88,0,0,0,13,42,37,16,0,26,18,32,15,Bacteria,Bacteria_X,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp.,1
d8b5912ecd4f60079ba910c3748e1558,92,51,0,0,0,0,0,56,0,0,0,0,Bacteria,Terrabacteria,Cyanobacteria,Cyanophyceae,Synechococcales,Cyanobiaceae,Cyanobium_PCC6307,Cyanobium_PCC6307_sp.,1
04d696d87864aa5321874c51fb384786,125,73,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteria_X,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium_sp.,1
