# Constructed from biom file
#OTU ID	NuBotR1	NuBotR2	NuBotR3	NuTopR1	NuTopR2	NuTopR3	NyBotR1	NyBotR2	NyBotR3	NyTopR1	NyTopR2	NyTopR3
fa55250824aae36949a27bdeac334c58	866.0	190.0	58.0	1518.0	1830.0	683.0	842.0	343.0	169.0	214.0	956.0	953.0
8b4f29c9af5581582bfa312bb990551f	1288.0	194.0	223.0	2834.0	167.0	1956.0	829.0	0.0	75.0	243.0	399.0	201.0
ca9366a8b0183190660fa539a50f3538	541.0	38.0	30.0	2601.0	612.0	531.0	1077.0	78.0	31.0	879.0	1010.0	810.0
1222022dfd13fbb867276e82f3c14963	293.0	1387.0	1412.0	100.0	158.0	90.0	685.0	875.0	2325.0	43.0	67.0	522.0
3ee794174f10a43b6d77d34fcfdfa5ea	758.0	109.0	0.0	999.0	1512.0	356.0	476.0	161.0	141.0	426.0	950.0	1694.0
9776e277accff70e2f5c0f8e81961768	72.0	98.0	33.0	613.0	2429.0	137.0	1039.0	57.0	38.0	60.0	1875.0	836.0
13bdd7e2558056e4fe3c1ff130c63427	387.0	1050.0	638.0	186.0	129.0	92.0	98.0	500.0	3520.0	166.0	69.0	82.0
4b9bd27a1c9a7e9505bbdae2d562d4cc	0.0	0.0	6886.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0843ca8744b1994879926feb58da5b39	1144.0	1358.0	498.0	228.0	750.0	294.0	117.0	409.0	760.0	183.0	305.0	161.0
19178efd27050574e2553d1cf5b5754f	1098.0	73.0	68.0	1239.0	413.0	645.0	373.0	537.0	158.0	584.0	513.0	456.0
469a6484be1a8d757320d1e3a1cf2688	242.0	22.0	29.0	249.0	2408.0	1097.0	1088.0	0.0	70.0	0.0	294.0	502.0
b76a92bf8521ca4d0902758e736cd470	32.0	4646.0	404.0	23.0	0.0	0.0	0.0	0.0	720.0	0.0	0.0	0.0
d1d511de9a16865819e479ee94e26c9b	1189.0	77.0	323.0	493.0	481.0	500.0	203.0	700.0	474.0	544.0	558.0	272.0
47f7635b37f01d89b0c2975bdd895593	708.0	892.0	425.0	240.0	180.0	215.0	129.0	673.0	1770.0	153.0	53.0	153.0
4e3b270a4902027e46792478b1ec0002	1845.0	32.0	0.0	484.0	793.0	396.0	186.0	140.0	52.0	495.0	522.0	565.0
d4ba07b3094c0668a8fa1065c6424139	0.0	94.0	391.0	2806.0	817.0	256.0	548.0	72.0	60.0	0.0	83.0	206.0
abb8843dde399330ab8f3d781c761225	1524.0	0.0	46.0	1007.0	446.0	311.0	159.0	343.0	25.0	397.0	268.0	403.0
b7ad451154ae6be1801ee3a10cab97b2	202.0	162.0	92.0	335.0	375.0	130.0	223.0	32.0	97.0	599.0	1781.0	752.0
c60eba6182be5843257a83b6d3299494	1059.0	108.0	75.0	676.0	259.0	375.0	295.0	636.0	153.0	461.0	200.0	256.0
e748fbe5ee0c0961766122036508a432	112.0	0.0	0.0	386.0	580.0	108.0	229.0	0.0	0.0	289.0	1790.0	800.0
fd0760652979f839263201c176a067de	244.0	22.0	12.0	700.0	819.0	1405.0	598.0	142.0	0.0	29.0	111.0	178.0
fb122893b64842d15903c82a570aa0c4	1402.0	24.0	21.0	237.0	458.0	53.0	408.0	141.0	77.0	628.0	284.0	491.0
944176316cb325db223e7850c8863e14	454.0	41.0	33.0	209.0	949.0	905.0	526.0	62.0	31.0	60.0	320.0	590.0
224da45f47c89454aa49b265b826322a	531.0	143.0	62.0	100.0	127.0	78.0	0.0	184.0	2147.0	378.0	205.0	53.0
c5565253d3d8534f18fee3a090efc436	257.0	57.0	47.0	733.0	479.0	456.0	905.0	0.0	31.0	38.0	149.0	675.0
7b2d025c48854d38c377a5ed699f8d30	226.0	25.0	45.0	154.0	142.0	709.0	0.0	11.0	52.0	1551.0	352.0	473.0
efd51856b049a615d46afb88ae035eb9	0.0	1003.0	1292.0	431.0	226.0	35.0	216.0	163.0	123.0	0.0	14.0	234.0
ef42f87b1a8d61ede621ff62f41410f8	535.0	44.0	13.0	616.0	303.0	790.0	315.0	90.0	0.0	179.0	225.0	444.0
5fe8e2d9d177419403d5ebac21063e5a	270.0	63.0	47.0	713.0	636.0	267.0	160.0	801.0	94.0	96.0	97.0	299.0
193f6a8ff13a7332690f0c086d737107	719.0	34.0	538.0	166.0	1078.0	303.0	54.0	130.0	319.0	14.0	129.0	51.0
e8f818cd3bd641dc9d7a10ac37b49a0c	250.0	0.0	0.0	271.0	536.0	328.0	167.0	52.0	24.0	172.0	195.0	1430.0
58dfd05928a3e59da7ec8fb8e14b0812	187.0	99.0	224.0	192.0	772.0	50.0	227.0	0.0	91.0	128.0	1025.0	362.0
7ae018ce924e1f58e920480b47bed826	0.0	28.0	0.0	2669.0	216.0	0.0	159.0	56.0	0.0	0.0	60.0	80.0
1f6336ae0ae86b8d721dca838b3a653f	0.0	67.0	356.0	428.0	585.0	157.0	653.0	850.0	81.0	0.0	21.0	34.0
fd3ef787664effd6abf6a3155adcd6a0	537.0	0.0	0.0	79.0	192.0	0.0	817.0	34.0	0.0	913.0	557.0	99.0
2ff6d2a8a847f31fac80432682ffeb57	253.0	282.0	196.0	138.0	277.0	168.0	189.0	701.0	750.0	39.0	74.0	107.0
78ff3cb68665b4a562a0b232bec1ac26	204.0	18.0	31.0	202.0	758.0	545.0	163.0	164.0	0.0	91.0	575.0	409.0
2dd8c4c1d4782773564265de2a6958f5	28.0	700.0	558.0	232.0	25.0	516.0	230.0	48.0	113.0	10.0	51.0	649.0
821d4ade925aca1e35e3f50d756a3e1b	83.0	7.0	68.0	250.0	668.0	449.0	430.0	53.0	20.0	0.0	296.0	806.0
6c3898e7914bf4557903ac4cc60b81ea	87.0	15.0	34.0	193.0	384.0	153.0	600.0	0.0	0.0	6.0	315.0	1324.0
6dfa3527ea61894cd2cf9c211cf9614c	77.0	29.0	11.0	738.0	560.0	170.0	359.0	253.0	36.0	123.0	447.0	226.0
7566547997dbf997642e73d15b2b4ede	183.0	456.0	565.0	107.0	82.0	79.0	61.0	125.0	1110.0	69.0	95.0	48.0
949a125d5691a3878e6edea768a7da57	46.0	150.0	1996.0	61.0	36.0	353.0	46.0	24.0	153.0	15.0	16.0	73.0
09d3fb0230b592ca5945cc789d077301	602.0	156.0	119.0	84.0	193.0	202.0	61.0	721.0	574.0	78.0	100.0	58.0
724ba3c55bec0495322e35d920723210	58.0	1218.0	235.0	20.0	0.0	0.0	40.0	66.0	1292.0	0.0	0.0	0.0
8a2216db12b1c175f741e7b23ab72be7	316.0	51.0	11.0	392.0	900.0	106.0	122.0	43.0	0.0	287.0	134.0	480.0
7c528bff83bf66f175dab43c7bbf2d5f	0.0	0.0	40.0	124.0	0.0	100.0	398.0	27.0	156.0	0.0	19.0	1939.0
4c7666cbf287fd65532d91bd2b549ca0	41.0	669.0	146.0	27.0	22.0	17.0	293.0	152.0	1302.0	0.0	0.0	57.0
d533aa777877a6d4b5f152776c13952a	330.0	20.0	10.0	460.0	561.0	269.0	519.0	34.0	6.0	63.0	146.0	168.0
fc6474175a8d3b7aaae78fc0613af746	343.0	0.0	0.0	356.0	382.0	520.0	186.0	159.0	0.0	88.0	96.0	435.0
a94a31a5f52134d8b860008864ecf415	489.0	0.0	101.0	335.0	199.0	218.0	195.0	245.0	166.0	284.0	166.0	145.0
3b8632f644e48d84bb9265afa6a05316	21.0	446.0	605.0	0.0	10.0	16.0	18.0	44.0	1323.0	0.0	0.0	21.0
2c9b45e49894f6266ba6b9058633c76a	0.0	19.0	23.0	1318.0	535.0	17.0	56.0	23.0	11.0	62.0	393.0	36.0
cd8d020bf86c1ee8c905ba58ceae4dbd	367.0	35.0	20.0	296.0	232.0	456.0	336.0	31.0	8.0	71.0	146.0	442.0
96f4abe0deb662c3d1485f6a2a927e51	0.0	97.0	1469.0	165.0	0.0	0.0	45.0	8.0	19.0	0.0	0.0	590.0
7a4706a27fef137a43d9c8108fc63267	0.0	965.0	465.0	0.0	0.0	0.0	0.0	51.0	827.0	0.0	0.0	0.0
876754945ae30f176005478fd49cb5db	562.0	0.0	0.0	518.0	163.0	158.0	108.0	197.0	27.0	113.0	282.0	179.0
6ef72591a707a426bfe7d9fb8be77329	300.0	116.0	63.0	245.0	170.0	177.0	115.0	609.0	159.0	97.0	67.0	180.0
22d7099048fc7eee85ba223602770700	78.0	923.0	188.0	0.0	0.0	0.0	0.0	114.0	927.0	0.0	0.0	0.0
792d69afb776c9f2bf4a0d2121266370	47.0	0.0	453.0	299.0	634.0	96.0	112.0	96.0	0.0	0.0	308.0	120.0
a1ff39561ed8c9e85032071c275a46da	104.0	661.0	397.0	84.0	0.0	36.0	0.0	0.0	772.0	0.0	0.0	65.0
5b985470b3178fc949dc639b82ca890d	562.0	88.0	26.0	400.0	269.0	121.0	150.0	70.0	112.0	58.0	30.0	216.0
0125120c2a98bae93aed3adff7db728e	140.0	448.0	333.0	111.0	114.0	0.0	0.0	214.0	716.0	0.0	0.0	0.0
9270058b544486d695071549c72cec1d	0.0	754.0	487.0	0.0	0.0	0.0	0.0	21.0	789.0	0.0	0.0	14.0
3dbfd07bd7ba5c5d05dd3e5062541f02	290.0	113.0	80.0	126.0	79.0	42.0	78.0	388.0	278.0	315.0	150.0	20.0
281f83364754291d7a9dfc69ffa113ad	0.0	0.0	183.0	125.0	1005.0	144.0	40.0	24.0	0.0	55.0	281.0	49.0
3138bd1be76e1be0b477bc25478b2965	62.0	36.0	0.0	286.0	440.0	483.0	179.0	62.0	0.0	12.0	67.0	234.0
b5fd836d015748e54b99e419d5bcab25	87.0	19.0	0.0	118.0	415.0	591.0	114.0	41.0	0.0	20.0	75.0	366.0
be78ca8a364d83fd4fd62efc720f6e5b	163.0	824.0	158.0	169.0	49.0	126.0	93.0	24.0	107.0	0.0	59.0	72.0
778b613bfbc84f1b0bf1ee426ca3a9b5	235.0	24.0	0.0	138.0	327.0	66.0	64.0	0.0	0.0	79.0	669.0	209.0
a8933ea0cc9f9050971753b6b2c0873d	81.0	0.0	0.0	272.0	463.0	245.0	163.0	106.0	0.0	87.0	242.0	146.0
1e53b95e3ebccf346897747dfdded5f9	178.0	0.0	124.0	277.0	135.0	269.0	128.0	0.0	0.0	179.0	227.0	272.0
d9e5a76bbfb44880d1e6abd2e39a1f9d	46.0	255.0	389.0	41.0	96.0	94.0	38.0	34.0	681.0	0.0	80.0	27.0
4de07f904882406cb25e664d825fae4e	187.0	310.0	330.0	66.0	14.0	59.0	10.0	87.0	636.0	32.0	0.0	20.0
788c15cd480e933b89593f2a001a7079	64.0	387.0	240.0	49.0	64.0	47.0	116.0	286.0	441.0	17.0	19.0	16.0
4c006d8156e566fc6766a92f433bac11	280.0	0.0	12.0	113.0	342.0	165.0	111.0	62.0	0.0	50.0	189.0	398.0
9b2453d8ec0318d9b7c064533cb088e3	0.0	456.0	192.0	0.0	7.0	0.0	11.0	26.0	1025.0	0.0	0.0	0.0
58ccaeade63c48e140bde64ca86ebefe	100.0	60.0	142.0	217.0	35.0	95.0	581.0	0.0	94.0	110.0	147.0	117.0
fe0f476229ba50b52cc068438dd85622	0.0	0.0	9.0	0.0	0.0	0.0	931.0	0.0	26.0	0.0	8.0	712.0
e4283ff54fc247f3d548c14ddd2fdd7e	115.0	0.0	0.0	134.0	506.0	136.0	167.0	71.0	136.0	48.0	197.0	130.0
938ec51f57943697709b1e456a1d3497	0.0	0.0	496.0	0.0	0.0	0.0	0.0	0.0	1100.0	0.0	0.0	0.0
9bdf0c72ab7d4c067ee307c4d20f0463	420.0	0.0	32.0	295.0	93.0	113.0	102.0	87.0	128.0	64.0	23.0	217.0
ce6d43d8357a91b2e2eed2f94a209422	203.0	18.0	23.0	394.0	105.0	196.0	76.0	57.0	0.0	322.0	127.0	44.0
c71f3c42a3d6f7eccb7e41cc05660591	244.0	58.0	57.0	308.0	130.0	351.0	79.0	39.0	0.0	15.0	91.0	190.0
9898eaad040a0f0a5d3043b761b19373	260.0	76.0	105.0	74.0	50.0	92.0	29.0	231.0	536.0	55.0	50.0	0.0
6f1e66a0c3bac3c56e68ac76de627eeb	0.0	455.0	233.0	0.0	0.0	0.0	0.0	86.0	777.0	0.0	0.0	0.0
cdf15cfd9bedb069859b3031e7442508	27.0	16.0	0.0	644.0	182.0	57.0	105.0	71.0	22.0	81.0	117.0	215.0
a840aaaec1e2fc7cbcb03cafffb855dd	0.0	536.0	103.0	0.0	0.0	0.0	0.0	0.0	888.0	0.0	0.0	0.0
c20f4c3aea84e7847f05554d369264f9	454.0	32.0	22.0	88.0	166.0	117.0	67.0	309.0	82.0	83.0	41.0	60.0
d9a340d0811f2aef64d96c37ff86ccb6	0.0	497.0	119.0	0.0	0.0	0.0	0.0	0.0	904.0	0.0	0.0	0.0
60700104d449b13e818c4951763a6d5e	363.0	6.0	0.0	213.0	162.0	73.0	211.0	83.0	0.0	203.0	166.0	39.0
e8927271ea395ff82410b07e9a5439ab	58.0	53.0	140.0	94.0	383.0	76.0	188.0	0.0	175.0	0.0	140.0	212.0
f415595c20788f647f69b82a416aa4fa	128.0	233.0	104.0	59.0	57.0	49.0	87.0	279.0	380.0	62.0	34.0	44.0
b3f4481d1ac9d1c8e707f2c2268d0e2b	33.0	16.0	19.0	263.0	267.0	521.0	124.0	94.0	0.0	9.0	18.0	145.0
a4f48fcf513a20f3d51322b83e070803	0.0	151.0	487.0	0.0	0.0	0.0	120.0	0.0	461.0	0.0	123.0	135.0
2c977c3fbc0de359e5be688b5918451d	20.0	22.0	16.0	552.0	170.0	71.0	45.0	71.0	35.0	0.0	53.0	407.0
a9f1c91e2138323bc99442d12a6407f8	0.0	832.0	45.0	0.0	0.0	0.0	0.0	104.0	477.0	0.0	0.0	0.0
9b21e2a840b945a094cf0e7b0be37bab	193.0	26.0	0.0	71.0	211.0	134.0	88.0	0.0	37.0	246.0	353.0	95.0
07db7add2071c1944934243f2c1f173c	228.0	83.0	33.0	103.0	83.0	87.0	36.0	335.0	120.0	172.0	116.0	44.0
8775fdfa2657bc2de469da3f1f6c60fc	16.0	886.0	80.0	35.0	10.0	17.0	15.0	41.0	304.0	0.0	7.0	5.0
0d0903121eecc41c617dd2746edc271c	0.0	838.0	48.0	0.0	0.0	0.0	0.0	19.0	508.0	0.0	0.0	0.0
f5b73c938819aec7dedb55b2240433c3	330.0	15.0	0.0	228.0	73.0	209.0	65.0	196.0	21.0	132.0	57.0	77.0
882bccd7dce0798116e5404ffc215f8f	0.0	137.0	403.0	0.0	0.0	0.0	355.0	0.0	334.0	0.0	0.0	155.0
07785a14ab7d74e255f424a893cc564d	1005.0	0.0	0.0	0.0	108.0	21.0	0.0	0.0	8.0	85.0	148.0	0.0
8b2f141ccb684a9cfa59d8bcb8750ce3	0.0	153.0	253.0	0.0	0.0	0.0	8.0	25.0	900.0	0.0	0.0	8.0
a286d9032083ab29f3a1e93e2b44c0be	0.0	199.0	311.0	0.0	0.0	0.0	0.0	18.0	805.0	0.0	0.0	0.0
c118882d12aa7dad099d230d301a1232	427.0	21.0	28.0	58.0	90.0	105.0	65.0	128.0	20.0	143.0	181.0	66.0
a56dfadc62f5c0cdd15c4635340421ed	0.0	765.0	131.0	0.0	0.0	0.0	19.0	18.0	396.0	0.0	0.0	0.0
1ba1d5c0fa3452258ab29b24cfba00de	0.0	0.0	1323.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66f955b9f941aca4014af83e7548113c	98.0	196.0	182.0	38.0	43.0	55.0	0.0	252.0	434.0	0.0	0.0	0.0
91c93863ad8ada1c2726b3a6f4ee0111	251.0	143.0	96.0	71.0	61.0	54.0	34.0	176.0	214.0	86.0	61.0	29.0
0f1a35afd6c4d12b8bceb5b6a96a59ca	114.0	0.0	0.0	221.0	214.0	266.0	121.0	0.0	0.0	0.0	95.0	230.0
0c463540505527fdc4228957d5151e4f	76.0	316.0	78.0	237.0	29.0	81.0	63.0	113.0	103.0	34.0	12.0	108.0
be17581f26f160f0a3dca06ec2bf2a78	0.0	661.0	115.0	0.0	0.0	0.0	0.0	0.0	472.0	0.0	0.0	0.0
e9c03517b12838173299c596f089942a	148.0	32.0	0.0	136.0	137.0	70.0	63.0	75.0	19.0	175.0	123.0	236.0
e3bdd255ce37475a197f6ebfec0fd477	35.0	404.0	80.0	21.0	15.0	27.0	14.0	81.0	522.0	14.0	0.0	0.0
20e4e8ee48d0ef02fa20f31c7a16ed71	310.0	63.0	53.0	149.0	70.0	83.0	74.0	76.0	101.0	113.0	69.0	47.0
c46d0b98f041f0da53158ea1a7c985c9	128.0	180.0	125.0	72.0	55.0	88.0	37.0	258.0	178.0	14.0	17.0	16.0
e5b75c7c64257166e43d13d9611da428	133.0	0.0	0.0	146.0	213.0	132.0	217.0	147.0	175.0	0.0	0.0	0.0
b00fa95bce8e8ba347d34efb44edf94b	0.0	15.0	0.0	83.0	99.0	67.0	0.0	0.0	0.0	527.0	284.0	88.0
3a6e459024b65a0ac09b791c874db8a9	281.0	12.0	5.0	207.0	54.0	177.0	207.0	74.0	0.0	0.0	29.0	107.0
cd9ed5f41e2157d92b2201425b379152	0.0	749.0	259.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0
79e54ab8465c73a59ae0a158b0313185	64.0	50.0	124.0	125.0	134.0	27.0	172.0	18.0	0.0	0.0	159.0	260.0
4d133952520c091785f8cd00d64a8890	47.0	107.0	76.0	0.0	37.0	41.0	28.0	236.0	475.0	28.0	42.0	0.0
88e8ccbd7766413005375d20a21c104f	33.0	0.0	0.0	11.0	233.0	218.0	371.0	177.0	11.0	24.0	12.0	26.0
1b9cb22159c35f9f67d7b6ee2be1b764	0.0	237.0	669.0	21.0	9.0	25.0	0.0	0.0	149.0	0.0	0.0	0.0
41567e84bcbdb5be37c1515a389ef37d	92.0	0.0	0.0	72.0	209.0	8.0	113.0	0.0	36.0	60.0	393.0	121.0
d51338abf48bac6bb77a1e7be173fa70	399.0	16.0	8.0	82.0	53.0	195.0	56.0	97.0	22.0	47.0	75.0	45.0
b6dbfbb3c0ff5975a9b3a8ff2df13d63	0.0	277.0	536.0	0.0	0.0	0.0	0.0	0.0	218.0	0.0	0.0	52.0
995a2455dcea2442faddad782500fc71	260.0	0.0	25.0	140.0	110.0	213.0	71.0	89.0	0.0	17.0	58.0	77.0
4d1069f917c7c5cc4160f503eb1c244b	468.0	327.0	0.0	96.0	0.0	66.0	0.0	0.0	100.0	0.0	0.0	0.0
bdf3f23a0d950e37c75132438975e17c	212.0	0.0	0.0	98.0	91.0	117.0	233.0	191.0	0.0	0.0	0.0	112.0
93624dbb54ada0a365c53729fa47d261	0.0	333.0	81.0	0.0	0.0	0.0	0.0	0.0	635.0	0.0	0.0	0.0
e11229fe179731c94daa4167e071d920	97.0	101.0	166.0	31.0	16.0	42.0	8.0	94.0	377.0	52.0	27.0	22.0
c10093f03e6e0801d4b97868313b785f	141.0	0.0	8.0	272.0	81.0	72.0	137.0	33.0	0.0	69.0	92.0	118.0
7ecb0c208d99444b88ee14ba5b0844e7	175.0	17.0	0.0	83.0	90.0	354.0	104.0	38.0	0.0	0.0	31.0	124.0
d29d42b2b1437844f1152f26f4d4b59e	0.0	0.0	1008.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90b4ad4240054d5f04f9c694572d5fc7	105.0	156.0	75.0	21.0	22.0	11.0	19.0	228.0	298.0	44.0	28.0	0.0
ea09fc7f55089ce08a1a8f70a5512705	75.0	124.0	110.0	58.0	23.0	66.0	30.0	124.0	296.0	40.0	45.0	16.0
a094e11121c990621f62727522c8e16e	0.0	413.0	176.0	0.0	0.0	0.0	0.0	64.0	354.0	0.0	0.0	0.0
78693434622bda159980a9dcbbf8f097	142.0	28.0	10.0	19.0	25.0	22.0	0.0	31.0	587.0	92.0	39.0	7.0
bd6a5dd81b47d6551585959d74e4987d	0.0	80.0	379.0	192.0	87.0	115.0	39.0	46.0	0.0	0.0	29.0	29.0
8663451e1f3dc0c90862dea55de1aa84	0.0	691.0	0.0	0.0	0.0	0.0	0.0	0.0	291.0	0.0	0.0	0.0
ba2c170c8206e772e985bbe0851c229c	0.0	170.0	344.0	60.0	0.0	21.0	45.0	0.0	0.0	0.0	0.0	341.0
da045e54b1318911ad162d83d692696a	98.0	224.0	101.0	58.0	26.0	37.0	25.0	139.0	190.0	38.0	21.0	22.0
d39d4018570e7f90777522b6aadb4c33	223.0	178.0	178.0	94.0	0.0	99.0	55.0	25.0	40.0	0.0	21.0	46.0
3672efd7e99640e0d5983b6c5af98fb2	93.0	151.0	44.0	101.0	51.0	75.0	33.0	182.0	187.0	29.0	12.0	0.0
cf5541476a45b1b48679caf7aff72aea	0.0	0.0	0.0	731.0	0.0	0.0	186.0	0.0	0.0	27.0	0.0	0.0
47cdb6f26aced4b52f009d0673a3f2ac	0.0	327.0	120.0	0.0	0.0	0.0	0.0	52.0	436.0	0.0	0.0	0.0
27b0542cb31a51bd4bb2b400d504170d	0.0	341.0	60.0	0.0	0.0	0.0	0.0	29.0	503.0	0.0	0.0	0.0
d11ad2a9140131a614d03699f0f9edc7	402.0	0.0	0.0	44.0	222.0	61.0	133.0	0.0	0.0	0.0	37.0	33.0
8a761379c72e6f70a7d66985123a8d02	0.0	0.0	0.0	203.0	195.0	0.0	114.0	0.0	0.0	0.0	223.0	180.0
2a05fab15f1f2816c797acdbd296f958	228.0	0.0	0.0	97.0	123.0	66.0	40.0	138.0	0.0	65.0	98.0	49.0
27a6a0fb6e725f2a19bf37835dcb1bb0	209.0	0.0	0.0	49.0	36.0	29.0	19.0	216.0	20.0	250.0	59.0	11.0
56b607480ba4746a911c84bc894ec0fd	152.0	0.0	0.0	84.0	49.0	147.0	52.0	128.0	0.0	164.0	80.0	30.0
de7f1498baebf0533fbf80f7d2f81d46	20.0	3.0	3.0	259.0	111.0	25.0	40.0	30.0	16.0	22.0	136.0	198.0
21009eeda6ebb2b5ae7295a28b438aa9	0.0	256.0	180.0	0.0	0.0	0.0	0.0	0.0	427.0	0.0	0.0	0.0
78031c3132ba706c1caaefe0190716bd	80.0	60.0	41.0	80.0	37.0	42.0	85.0	88.0	125.0	106.0	97.0	19.0
691d9b975206680c9cb3fcf524698832	0.0	764.0	56.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0
5b647e30a9122112d5e1b194a2a4db60	0.0	210.0	103.0	12.0	7.0	5.0	129.0	121.0	234.0	0.0	0.0	37.0
f2e52874d514fbe9e01925389e7d48af	159.0	0.0	0.0	53.0	41.0	37.0	0.0	305.0	58.0	155.0	46.0	0.0
2bf442accff4558fd57cb8694024e560	86.0	61.0	34.0	268.0	36.0	107.0	20.0	91.0	0.0	118.0	24.0	9.0
aeab3b375b89300112c1847aa6e2130d	14.0	16.0	32.0	42.0	115.0	285.0	103.0	57.0	32.0	19.0	125.0	7.0
9d73410114a6e593b9ac4a129e068ac3	491.0	0.0	34.0	157.0	0.0	31.0	20.0	0.0	56.0	0.0	0.0	49.0
d366452cf3b365651053bf02e969dbfc	99.0	53.0	36.0	206.0	82.0	98.0	131.0	48.0	0.0	0.0	0.0	83.0
1404ea3eaae5f787e0d32a0a1db07c4a	63.0	251.0	192.0	114.0	0.0	37.0	0.0	0.0	178.0	0.0	0.0	0.0
06e1248830e744610194966addaece99	61.0	67.0	94.0	0.0	24.0	23.0	0.0	157.0	344.0	14.0	34.0	12.0
d5b48f9c255dfbb025b5f043687fe29a	74.0	0.0	10.0	120.0	43.0	85.0	18.0	289.0	49.0	51.0	63.0	25.0
dba611e14f1378cb090ea9c106bd2fe0	145.0	26.0	19.0	50.0	57.0	25.0	0.0	249.0	142.0	75.0	26.0	8.0
92c4160d0c0505db3d0ad1564252fc30	110.0	154.0	65.0	167.0	44.0	149.0	70.0	29.0	0.0	0.0	26.0	0.0
2aa064d17c202ec0927301f468154760	232.0	0.0	0.0	45.0	121.0	100.0	180.0	0.0	0.0	9.0	35.0	74.0
